scenario_id,scenario_name,viewpoint_label,viewpoint_index,sample,seed,predicted_sigma,localisation_error,normalized_squared_error,radial_error_over_sigma,covered_50,covered_90,covered_95,covered_99
0,baseline,initial,-1,54,20270984,0.002,0.003508841891129205,3.077992854235794,1.7544209455646025,False,True,True,True
0,baseline,initial,-1,55,20270985,0.002,0.0027136071569063445,1.8409159505033337,1.3568035784531722,True,True,True,True
0,baseline,initial,-1,56,20270986,0.002,0.0027114475968712487,1.8379870176447175,1.3557237984356243,True,True,True,True
0,baseline,initial,-1,57,20270987,0.002,0.004802732342004446,5.766559487233878,2.401366171002223,False,True,True,True
0,baseline,initial,-1,58,20270988,0.002,0.0048035258501913265,5.768465148364077,2.4017629250956634,False,True,True,True
0,baseline,initial,-1,59,20270989,0.002,0.003717037259988801,3.454091498036264,1.8585186299944005,False,True,True,True
0,baseline,initial,-1,60,20270990,0.002,0.003183730459688344,2.5340349099868384,1.591865229844172,False,True,True,True
0,baseline,initial,-1,61,20270991,0.002,0.0002759655157225614,0.019039241467004822,0.1379827578612807,True,True,True,True
0,baseline,initial,-1,62,20270992,0.002,0.004761192480813293,5.66723845983826,2.3805962404066463,False,True,True,True
0,baseline,initial,-1,63,20270993,0.002,0.0019755407760761712,0.9756903394849104,0.9877703880380856,True,True,True,True
0,baseline,initial,-1,64,20270994,0.002,0.00126904945138773,0.40262162751687475,0.6345247256938651,True,True,True,True
0,baseline,initial,-1,65,20270995,0.002,0.004217099553455817,4.445982160939313,2.108549776727908,False,True,True,True
0,baseline,initial,-1,66,20270996,0.002,0.0048932949113601396,5.98608377238576,2.4466474556800697,False,True,True,True
0,baseline,initial,-1,67,20270997,0.002,0.0021293580291859983,1.1335414041147198,1.0646790145929992,True,True,True,True
0,baseline,initial,-1,68,20270998,0.002,0.004938699211042045,6.097687474286831,2.4693496055210225,False,True,True,True
0,baseline,initial,-1,69,20270999,0.002,0.004312409854242675,4.649219687742334,2.1562049271213377,False,True,True,True
0,baseline,initial,-1,70,20271000,0.002,0.0013901700256928285,0.4831431750836999,0.6950850128464142,True,True,True,True
0,baseline,initial,-1,71,20271001,0.002,0.002745416197954556,1.8843275249978124,1.372708098977278,True,True,True,True
0,baseline,initial,-1,72,20271002,0.002,0.002795550712943814,1.9537759471601672,1.397775356471907,True,True,True,True
0,baseline,initial,-1,73,20271003,0.002,0.002379255879263551,1.4152146347525434,1.1896279396317755,True,True,True,True
0,baseline,initial,-1,74,20271004,0.002,0.0030314793004802367,2.2974666873100364,1.5157396502401184,True,True,True,True
0,baseline,initial,-1,75,20271005,0.002,0.0029191867448380114,2.1304128128094866,1.4595933724190058,True,True,True,True
0,baseline,initial,-1,76,20271006,0.002,0.0034164202055779586,2.9179817552703353,1.7082101027889793,False,True,True,True
0,baseline,initial,-1,77,20271007,0.002,0.0019137490946030931,0.9156088992735396,0.9568745473015465,True,True,True,True
0,baseline,initial,-1,78,20271008,0.002,0.0036189754341569235,3.2742457982578235,1.8094877170784618,False,True,True,True
0,baseline,initial,-1,79,20271009,0.002,0.003946306699453596,3.8933341415380833,1.973153349726798,False,True,True,True
0,baseline,initial,-1,80,20271010,0.002,0.002782232083602969,1.9352038417574295,1.3911160418014845,True,True,True,True
0,baseline,initial,-1,81,20271011,0.002,0.0032478157531584417,2.637076791616034,1.6239078765792208,False,True,True,True
0,baseline,initial,-1,82,20271012,0.002,0.0033741317661959607,2.8461912939131686,1.6870658830979803,False,True,True,True
0,baseline,initial,-1,83,20271013,0.002,0.001953473566141181,0.954014743403086,0.9767367830705905,True,True,True,True
0,baseline,initial,-1,84,20271014,0.002,0.003312970025619648,2.743942597663563,1.656485012809824,False,True,True,True
0,baseline,initial,-1,85,20271015,0.002,0.00207981047131684,1.081402899149794,1.03990523565842,True,True,True,True
0,baseline,initial,-1,86,20271016,0.002,0.002766635792689583,1.9135684023477797,1.3833178963447916,True,True,True,True
0,baseline,initial,-1,87,20271017,0.002,0.005890205890861253,8.673631359184151,2.945102945430626,False,False,False,True
0,baseline,initial,-1,88,20271018,0.002,0.002134806569572865,1.1393497723728658,1.0674032847864325,True,True,True,True
0,baseline,initial,-1,89,20271019,0.002,0.0030909410798881085,2.388479189834967,1.5454705399440543,False,True,True,True
0,baseline,initial,-1,90,20271020,0.002,0.0028496406225535674,2.030112919426871,1.4248203112767837,True,True,True,True
0,baseline,initial,-1,91,20271021,0.002,0.0038933477684790843,3.789539211580266,1.9466738842395421,False,True,True,True
0,baseline,initial,-1,92,20271022,0.002,0.0020734524361796934,1.0748012512748766,1.0367262180898467,True,True,True,True
0,baseline,initial,-1,93,20271023,0.002,0.0014444216830831775,0.5215884996402098,0.7222108415415888,True,True,True,True
0,baseline,initial,-1,94,20271024,0.002,0.004790410313396943,5.73700774267495,2.3952051566984713,False,True,True,True
0,baseline,initial,-1,95,20271025,0.002,0.006183636375546885,9.559339706246657,3.0918181877734425,False,False,False,True
0,baseline,initial,-1,96,20271026,0.002,0.0022195416735255927,1.231591310129197,1.1097708367627963,True,True,True,True
0,baseline,initial,-1,97,20271027,0.002,0.004708020966204227,5.541365354554646,2.3540104831021136,False,True,True,True
0,baseline,initial,-1,98,20271028,0.002,0.003375208811144736,2.8480086297072664,1.687604405572368,False,True,True,True
0,baseline,initial,-1,99,20271029,0.002,0.0031935027803066157,2.5496150019565214,1.596751390153308,False,True,True,True
0,baseline,candidate_0,0,0,20280930,0.002,0.004031579419908454,4.063408154757346,2.015789709954227,False,True,True,True
0,baseline,candidate_0,0,1,20280931,0.002,0.0009983488713699695,0.24917511724142297,0.4991744356849847,True,True,True,True
0,baseline,candidate_0,0,2,20280932,0.002,0.004359720254901544,4.751790175249696,2.1798601274507723,False,True,True,True
0,baseline,candidate_0,0,3,20280933,0.002,0.0021077335593714763,1.1106351893251882,1.0538667796857382,True,True,True,True
0,baseline,candidate_0,0,4,20280934,0.002,0.001988825279836021,0.988856498428707,0.9944126399180105,True,True,True,True
0,baseline,candidate_0,0,5,20280935,0.002,0.0033661346491058574,2.832715618977754,1.6830673245529286,False,True,True,True
0,baseline,candidate_0,0,6,20280936,0.002,0.0020016199863424756,1.0016206424314131,1.0008099931712378,True,True,True,True
0,baseline,candidate_0,0,7,20280937,0.002,0.004804787147931533,5.771494884232009,2.4023935739657665,False,True,True,True
0,baseline,candidate_0,0,8,20280938,0.002,0.00322266600020411,2.5963940372178893,1.611333000102055,False,True,True,True
0,baseline,candidate_0,0,9,20280939,0.002,0.004460417681221551,4.97383147273846,2.2302088406107754,False,True,True,True
0,baseline,candidate_0,0,10,20280940,0.002,0.004834653981190373,5.843469779459983,2.4173269905951864,False,True,True,True
0,baseline,candidate_0,0,11,20280941,0.002,0.002387062254840902,1.424516552121533,1.193531127420451,True,True,True,True
0,baseline,candidate_0,0,12,20280942,0.002,0.0033378745503498553,2.7853516284683124,1.6689372751749276,False,True,True,True
0,baseline,candidate_0,0,13,20280943,0.002,0.002564351459915665,1.6439746024929005,1.2821757299578325,True,True,True,True
0,baseline,candidate_0,0,14,20280944,0.002,0.0033032209657447675,2.7278171871339487,1.6516104828723837,False,True,True,True
0,baseline,candidate_0,0,15,20280945,0.002,0.005818283269160431,8.46310505004805,2.9091416345802155,False,False,False,True
0,baseline,candidate_0,0,16,20280946,0.002,0.0023737146765796958,1.4086303414524624,1.186857338289848,True,True,True,True
0,baseline,candidate_0,0,17,20280947,0.002,0.004928440804191713,6.072382190105466,2.4642204020958567,False,True,True,True
0,baseline,candidate_0,0,18,20280948,0.002,0.003899052639296798,3.8006528710018315,1.949526319648399,False,True,True,True
0,baseline,candidate_0,0,19,20280949,0.002,0.006028865952999751,9.086806169809899,3.0144329764998754,False,False,False,True
0,baseline,candidate_0,0,20,20280950,0.002,0.004742253092754326,5.622241098934492,2.371126546377163,False,True,True,True
0,baseline,candidate_0,0,21,20280951,0.002,0.004900542476473952,6.003829140931364,2.4502712382369762,False,True,True,True
0,baseline,candidate_0,0,22,20280952,0.002,0.004200360899120873,4.410757920715877,2.1001804495604364,False,True,True,True
0,baseline,candidate_0,0,23,20280953,0.002,0.0019716499840911096,0.9718509149416182,0.9858249920455547,True,True,True,True
0,baseline,candidate_0,0,24,20280954,0.002,0.004369851756563669,4.773901093585645,2.184925878281834,False,True,True,True
0,baseline,candidate_0,0,25,20280955,0.002,0.0008821298983722509,0.19453828940055942,0.44106494918612543,True,True,True,True
0,baseline,candidate_0,0,26,20280956,0.002,0.0013435912805985092,0.45130938232508544,0.6717956402992545,True,True,True,True
0,baseline,candidate_0,0,27,20280957,0.002,0.004027961939851322,4.056119347222706,2.013980969925661,False,True,True,True
0,baseline,candidate_0,0,28,20280958,0.002,0.002927467060078508,2.1425158469611763,1.463733530039254,True,True,True,True
0,baseline,candidate_0,0,29,20280959,0.002,0.0021580245621260503,1.1642675026848328,1.0790122810630252,True,True,True,True
0,baseline,candidate_0,0,30,20280960,0.002,0.0019337361261497453,0.934833851394156,0.9668680630748726,True,True,True,True
0,baseline,candidate_0,0,31,20280961,0.002,0.004039377210338573,4.079142061850659,2.0196886051692866,False,True,True,True
0,baseline,candidate_0,0,32,20280962,0.002,0.00870208797592767,18.93158378519623,4.351043987963835,False,False,False,False
0,baseline,candidate_0,0,33,20280963,0.002,0.0025907269731262105,1.6779665623209243,1.2953634865631052,True,True,True,True
0,baseline,candidate_0,0,34,20280964,0.002,0.004533789884021439,5.138812678113784,2.2668949420107194,False,True,True,True
0,baseline,candidate_0,0,35,20280965,0.002,0.0025409046883076445,1.614049158765942,1.2704523441538222,True,True,True,True
0,baseline,candidate_0,0,36,20280966,0.002,0.0022675982828382142,1.2855004930827045,1.133799141419107,True,True,True,True
0,baseline,candidate_0,0,37,20280967,0.002,0.003935542073097268,3.8721228522796856,1.967771036548634,False,True,True,True
0,baseline,candidate_0,0,38,20280968,0.002,0.0011617021247016213,0.33738795663406534,0.5808510623508106,True,True,True,True
0,baseline,candidate_0,0,39,20280969,0.002,0.0038746001872338384,3.753131652728124,1.9373000936169191,False,True,True,True
0,baseline,candidate_0,0,40,20280970,0.002,0.004890579661073071,5.979442355325399,2.4452898305365354,False,True,True,True
0,baseline,candidate_0,0,41,20280971,0.002,0.0029826215594912758,2.2240078417855424,1.4913107797456377,True,True,True,True
0,baseline,candidate_0,0,42,20280972,0.002,0.0018201415883798418,0.8282288504374734,0.9100707941899209,True,True,True,True
0,baseline,candidate_0,0,43,20280973,0.002,0.0036094354107998592,3.2570059961839872,1.8047177053999295,False,True,True,True
0,baseline,candidate_0,0,44,20280974,0.002,0.005096902136247615,6.494602846621376,2.5484510681238075,False,False,True,True
0,baseline,candidate_0,0,45,20280975,0.002,0.0034910504025371246,3.046858228263655,1.7455252012685623,False,True,True,True
0,baseline,candidate_0,0,46,20280976,0.002,0.004455479435445077,4.962824249918495,2.2277397177225384,False,True,True,True
0,baseline,candidate_0,0,47,20280977,0.002,0.0060372753645150535,9.112173456745094,3.0186376822575265,False,False,False,True
0,baseline,candidate_0,0,48,20280978,0.002,0.004470712750059731,4.996818123386661,2.2353563750298657,False,True,True,True
0,baseline,candidate_0,0,49,20280979,0.002,0.0044021926019344685,4.844824926131642,2.2010963009672344,False,True,True,True
0,baseline,candidate_0,0,50,20280980,0.002,0.003409560356487449,2.9062754561327058,1.7047801782437246,False,True,True,True
0,baseline,candidate_0,0,51,20280981,0.002,0.002841383024596365,2.018364373116097,1.4206915122981825,True,True,True,True
0,baseline,candidate_0,0,52,20280982,0.002,0.0040708585805493535,4.142972395708075,2.035429290274677,False,True,True,True
0,baseline,candidate_0,0,53,20280983,0.002,0.0019287470644321306,0.9300163096388904,0.9643735322160653,True,True,True,True
0,baseline,candidate_0,0,54,20280984,0.002,0.004174283607008645,4.356160907935275,2.087141803504322,False,True,True,True
0,baseline,candidate_0,0,55,20280985,0.002,0.0014204679359091136,0.5044322892364744,0.7102339679545567,True,True,True,True
0,baseline,candidate_0,0,56,20280986,0.002,0.003769500682867928,3.5522838495354434,1.884750341433964,False,True,True,True
0,baseline,candidate_0,0,57,20280987,0.002,0.0017425802424221176,0.7591464753199816,0.8712901212110588,True,True,True,True
0,baseline,candidate_0,0,58,20280988,0.002,0.007046648559294314,12.413813979551158,3.523324279647157,False,False,False,False
0,baseline,candidate_0,0,59,20280989,0.002,0.0007155666866593165,0.1280089207641481,0.3577833433296582,True,True,True,True
0,baseline,candidate_0,0,60,20280990,0.002,0.0020901283615882165,1.0921591419788605,1.0450641807941083,True,True,True,True
0,baseline,candidate_0,0,61,20280991,0.002,0.004128770371395647,4.261686194928638,2.0643851856978235,False,True,True,True
0,baseline,candidate_0,0,62,20280992,0.002,0.0025250322615627085,1.5939469804831217,1.2625161307813542,True,True,True,True
0,baseline,candidate_0,0,63,20280993,0.002,0.0061446214188530844,9.439093095257023,3.0723107094265423,False,False,False,True
0,baseline,candidate_0,0,64,20280994,0.002,0.003985746386967665,3.971543565306449,1.9928731934838322,False,True,True,True
0,baseline,candidate_0,0,65,20280995,0.002,0.002604535908371183,1.6959018244987256,1.3022679541855913,True,True,True,True
0,baseline,candidate_0,0,66,20280996,0.002,0.0019376000642430367,0.9385735022386551,0.9688000321215183,True,True,True,True
0,baseline,candidate_0,0,67,20280997,0.002,0.0022542587761596525,1.2704206574732035,1.1271293880798263,True,True,True,True
0,baseline,candidate_0,0,68,20280998,0.002,0.005839501274842062,8.524943784720517,2.9197506374210307,False,False,False,True
0,baseline,candidate_0,0,69,20280999,0.002,0.0023238894728850384,1.3501155705464754,1.1619447364425193,True,True,True,True
0,baseline,candidate_0,0,70,20281000,0.002,0.0013392856009490136,0.44842148022734013,0.6696428004745067,True,True,True,True
0,baseline,candidate_0,0,71,20281001,0.002,0.0031446775826042706,2.47224927463346,1.5723387913021354,False,True,True,True
0,baseline,candidate_0,0,72,20281002,0.002,0.002734391042749402,1.8692235936670407,1.3671955213747011,True,True,True,True
0,baseline,candidate_0,0,73,20281003,0.002,0.003211017617361808,2.5776585347519756,1.605508808680904,False,True,True,True
0,baseline,candidate_0,0,74,20281004,0.002,0.004422384362750565,4.8893708629751815,2.211192181375283,False,True,True,True
0,baseline,candidate_0,0,75,20281005,0.002,0.00288204637694815,2.0765478297199893,1.441023188474075,True,True,True,True
0,baseline,candidate_0,0,76,20281006,0.002,0.004763402247705946,5.6725002433625145,2.381701123852973,False,True,True,True
0,baseline,candidate_0,0,77,20281007,0.002,0.005185178281593301,6.721518452976715,2.5925891407966506,False,False,True,True
0,baseline,candidate_0,0,78,20281008,0.002,0.0011237917877700522,0.3157269955648525,0.561895893885026,True,True,True,True
0,baseline,candidate_0,0,79,20281009,0.002,0.004485128540379495,5.029094505931675,2.2425642701897477,False,True,True,True
0,baseline,candidate_0,0,80,20281010,0.002,0.0027338929396578063,1.8685426513777006,1.366946469828903,True,True,True,True
0,baseline,candidate_0,0,81,20281011,0.002,0.0023864472488647342,1.423782617903515,1.193223624432367,True,True,True,True
0,baseline,candidate_0,0,82,20281012,0.002,0.004292454004746868,4.6062903457168565,2.146227002373434,False,True,True,True
0,baseline,candidate_0,0,83,20281013,0.002,0.005971009708355699,8.913239234319503,2.9855048541778495,False,False,False,True
0,baseline,candidate_0,0,84,20281014,0.002,0.003728334395836721,3.475119341794792,1.8641671979183605,False,True,True,True
0,baseline,candidate_0,0,85,20281015,0.002,0.004348426281394487,4.727202781180573,2.1742131406972436,False,True,True,True
0,baseline,candidate_0,0,86,20281016,0.002,0.0030908248142339193,2.388299508071036,1.5454124071169597,False,True,True,True
0,baseline,candidate_0,0,87,20281017,0.002,0.0019987361472289336,0.9987365465598904,0.9993680736144668,True,True,True,True
0,baseline,candidate_0,0,88,20281018,0.002,0.0020894486059809913,1.091448869258977,1.0447243029904956,True,True,True,True
0,baseline,candidate_0,0,89,20281019,0.002,0.00590482151678424,8.716729286269533,2.9524107583921197,False,False,False,True
0,baseline,candidate_0,0,90,20281020,0.002,0.0010950242107146174,0.2997695055127927,0.5475121053573087,True,True,True,True
0,baseline,candidate_0,0,91,20281021,0.002,0.0015262506977799539,0.582360298118449,0.763125348889977,True,True,True,True
0,baseline,candidate_0,0,92,20281022,0.002,0.0037750863935421624,3.5628193196767923,1.8875431967710812,False,True,True,True
0,baseline,candidate_0,0,93,20281023,0.002,0.0014041331049165955,0.4928974440806797,0.7020665524582977,True,True,True,True
0,baseline,candidate_0,0,94,20281024,0.002,0.006859971354843916,11.764801747319767,3.429985677421958,False,False,False,False
0,baseline,candidate_0,0,95,20281025,0.002,0.004279752069977134,4.579069445118391,2.139876034988567,False,True,True,True
0,baseline,candidate_0,0,96,20281026,0.002,0.002149104921179746,1.1546629905597505,1.0745524605898729,True,True,True,True
0,baseline,candidate_0,0,97,20281027,0.002,0.004252296052843698,4.520505430257524,2.126148026421849,False,True,True,True
0,baseline,candidate_0,0,98,20281028,0.002,0.002579355361819958,1.6632685206373414,1.2896776809099788,True,True,True,True
0,baseline,candidate_0,0,99,20281029,0.002,0.004304066150376823,4.6312463567048905,2.1520330751884114,False,True,True,True
0,baseline,candidate_26,26,0,20540930,0.002,0.0025273568947533965,1.5968832183643829,1.2636784473766982,True,True,True,True
0,baseline,candidate_26,26,1,20540931,0.002,0.0032454865921594488,2.6332958049716884,1.6227432960797243,False,True,True,True
0,baseline,candidate_26,26,2,20540932,0.002,0.003685213824377753,3.395200232846226,1.8426069121888764,False,True,True,True
0,baseline,candidate_26,26,3,20540933,0.002,0.005001956772354489,6.254892888125734,2.5009783861772443,False,False,True,True
0,baseline,candidate_26,26,4,20540934,0.002,0.0010572683540740558,0.27945409313161573,0.5286341770370279,True,True,True,True
0,baseline,candidate_26,26,5,20540935,0.002,0.003121052315902211,2.435241889649639,1.5605261579511056,False,True,True,True
0,baseline,candidate_26,26,6,20540936,0.002,0.0030544001244658604,2.332340030084266,1.5272000622329303,True,True,True,True
0,baseline,candidate_26,26,7,20540937,0.002,0.002438128828846841,1.486118046513517,1.2190644144234204,True,True,True,True
0,baseline,candidate_26,26,8,20540938,0.002,0.0073633413085814605,13.554698806665535,3.68167065429073,False,False,False,False
0,baseline,candidate_26,26,9,20540939,0.002,0.0035981992389555574,3.236759440805088,1.7990996194777786,False,True,True,True
0,baseline,candidate_26,26,10,20540940,0.002,0.003979316016421898,3.958738989637961,1.989658008210949,False,True,True,True
0,baseline,candidate_26,26,11,20540941,0.002,0.003175508689022543,2.520963858514418,1.5877543445112714,False,True,True,True
0,baseline,candidate_26,26,12,20540942,0.002,0.004883023997428038,5.960980839864524,2.441511998714019,False,True,True,True
0,baseline,candidate_26,26,13,20540943,0.002,0.0009338989472723636,0.21804181092910724,0.4669494736361818,True,True,True,True
0,baseline,candidate_26,26,14,20540944,0.002,0.004919200533350975,6.049633471830129,2.4596002666754875,False,True,True,True
0,baseline,candidate_26,26,15,20540945,0.002,0.0016011963221441742,0.6409574155120076,0.8005981610720871,True,True,True,True
0,baseline,candidate_26,26,16,20540946,0.002,0.0025704001273669087,1.6517392036919554,1.2852000636834544,True,True,True,True
0,baseline,candidate_26,26,17,20540947,0.002,0.0030173319745269178,2.276073061125627,1.508665987263459,True,True,True,True
0,baseline,candidate_26,26,18,20540948,0.002,0.002318659339323853,1.344045282958432,1.1593296696619266,True,True,True,True
0,baseline,candidate_26,26,19,20540949,0.002,0.00046026438756373495,0.05296082661485501,0.23013219378186747,True,True,True,True
0,baseline,candidate_26,26,20,20540950,0.002,0.0034841885771550577,3.034892510294447,1.7420942885775288,False,True,True,True
0,baseline,candidate_26,26,21,20540951,0.002,0.003121665647943705,2.436199104387948,1.5608328239718523,False,True,True,True
0,baseline,candidate_26,26,22,20540952,0.002,0.0037879499758284247,3.587141254844641,1.8939749879142123,False,True,True,True
0,baseline,candidate_26,26,23,20540953,0.002,0.004932707036434469,6.08289967682253,2.4663535182172343,False,True,True,True
0,baseline,candidate_26,26,24,20540954,0.002,0.003525730738063987,3.107694309332307,1.7628653690319935,False,True,True,True
0,baseline,candidate_26,26,25,20540955,0.002,0.004066793604008903,4.1347025544019305,2.0333968020044515,False,True,True,True
0,baseline,candidate_26,26,26,20540956,0.002,0.004143485349974084,4.292117711362464,2.0717426749870422,False,True,True,True
0,baseline,candidate_26,26,27,20540957,0.002,0.003698168465180792,3.4191124992144135,1.8490842325903958,False,True,True,True
0,baseline,candidate_26,26,28,20540958,0.002,0.0011505741791312755,0.3309552354209021,0.5752870895656377,True,True,True,True
0,baseline,candidate_26,26,29,20540959,0.002,0.0030641654123089086,2.3472774184975562,1.5320827061544542,True,True,True,True
0,baseline,candidate_26,26,30,20540960,0.002,0.003269525900251404,2.672449903103688,1.634762950125702,False,True,True,True
0,baseline,candidate_26,26,31,20540961,0.002,0.004979424062790152,6.198665999273397,2.489712031395076,False,True,True,True
0,baseline,candidate_26,26,32,20540962,0.002,0.004249327434659936,4.5141959117383985,2.1246637173299683,False,True,True,True
0,baseline,candidate_26,26,33,20540963,0.002,0.003400046206646996,2.8900785518336565,1.7000231033234978,False,True,True,True
0,baseline,candidate_26,26,34,20540964,0.002,0.002752232153349271,1.8936954564823916,1.3761160766746354,True,True,True,True
0,baseline,candidate_26,26,35,20540965,0.002,0.0017887891525865552,0.7999416581028316,0.8943945762932776,True,True,True,True
0,baseline,candidate_26,26,36,20540966,0.002,0.003362417342647018,2.8264625965333585,1.6812086713235088,False,True,True,True
