scenario_id,scenario_name,repetition,strategy,initial_perception_seed,final_perception_seed,random_viewpoint_seed,planner_seed,selected_candidate_index,movement_weight,camera_movement,mean_localisation_error,mean_predicted_sigma,task_relevance,task_alignment,planning_success,collision_against_truth,safety_violation_against_truth,safe_navigation_success,minimum_true_safety_clearance,mean_planning_safety_margin,maximum_planning_safety_radius,planner_iterations,planning_time_seconds,path_cost,maximum_rcm_error
2000,held_out_000,2,information_only,60463002,70463002,80463002,90463002,15,0.2,0.25504483176191256,0.0073349533641855836,0.0041328107420499464,0.004095202778179865,0.9616006909238551,True,False,False,True,0.003658489011313477,0.02187939648409989,0.04787591954648812,132,0.4316065999446437,2.680460375579835,1.061292848478006e-17
2000,held_out_000,2,full_task_aware,60463002,70463002,80463002,90463002,16,0.2,0.30503252190450636,0.007035042679276719,0.003911604478705118,0.004095202778179865,0.998003335871287,True,False,False,True,0.003658489011313477,0.021436983957410234,0.04703036963482838,132,0.44943439995404333,2.680460375579835,1.061292848478006e-17
2000,held_out_000,2,oracle,60463002,70463002,80463002,90463002,107,0.2,0.16156022332820683,0.0058683619234100315,0.0031614060020940587,0.18077295464896376,0.9666836570247839,True,False,False,True,0.003658489011313477,0.019936587004188117,0.04467520897241824,132,0.43619729997590184,2.680460375579835,1.061292848478006e-17
2000,held_out_000,3,fixed,60463003,70463003,80463003,90463003,,,0.0,0.04167860079518416,0.04,,,False,False,False,False,-inf,0.093613775,0.1380116,0,0.00015919993165880442,inf,nan
2000,held_out_000,3,random_active,60463003,70463003,80463003,90463003,83,,0.17325030649271178,0.0044677012805146524,0.004732520007579224,,,True,False,False,True,0.004627827409967511,0.023078815015158446,0.04775421783554626,550,1.9801287000300363,2.387762373154441,1.1478363991902304e-17
2000,held_out_000,3,generic_active,60463003,70463003,80463003,90463003,12,0.2,0.030979493240105096,0.035294928078580874,0.026899544052894752,,,False,False,False,False,-inf,0.0674128631057895,0.1380116,0,0.00012999994214624166,inf,nan
2000,held_out_000,3,budget_matched_generic,60463003,70463003,80463003,90463003,12,0.072,0.030979493240105096,0.035294928078580874,0.026899544052894752,,,False,False,False,False,-inf,0.0674128631057895,0.1380116,0,0.00012580002658069134,inf,nan
2000,held_out_000,3,alignment_only,60463003,70463003,80463003,90463003,12,0.2,0.030979493240105096,0.035294928078580874,0.026899544052894752,0.025695809358802463,0.9999289700332558,False,False,False,False,-inf,0.0674128631057895,0.1380116,0,0.00012310000602155924,inf,nan
2000,held_out_000,3,information_only,60463003,70463003,80463003,90463003,12,0.2,0.030979493240105096,0.035294928078580874,0.026899544052894752,0.025695809358802463,0.9999289700332558,False,False,False,False,-inf,0.0674128631057895,0.1380116,0,0.00012250000145286322,inf,nan
2000,held_out_000,3,full_task_aware,60463003,70463003,80463003,90463003,12,0.2,0.030979493240105096,0.035294928078580874,0.026899544052894752,0.025695809358802463,0.9999289700332558,False,False,False,False,-inf,0.0674128631057895,0.1380116,0,0.00012250000145286322,inf,nan
2000,held_out_000,3,oracle,60463003,70463003,80463003,90463003,61,0.2,0.09846212682474326,0.004037472352694522,0.003983735379766443,0.18077295464896376,0.9296967039986743,True,False,False,True,0.005011117326386453,0.021581245759532887,0.04745964895170063,350,1.132121599977836,2.19652702674906,1.188921450558889e-17
2000,held_out_000,4,fixed,60463004,70463004,80463004,90463004,,,0.0,0.07059658662192456,0.04,,,False,False,False,False,-inf,0.093613775,0.1380116,0,0.00015940004959702492,inf,nan
2000,held_out_000,4,random_active,60463004,70463004,80463004,90463004,35,,0.1502192725431023,0.00647691280235898,0.0034315580738296008,,,True,False,False,True,0.006937960006691708,0.0204768911476592,0.04592301405054988,394,1.3688416000222787,2.580447813485944,1.2600674767560525e-17
2000,held_out_000,4,generic_active,60463004,70463004,80463004,90463004,2,0.2,0.1437637528034297,0.006105405642940254,0.0034746004425311545,,,True,False,False,True,0.00560510791396873,0.020562975885062305,0.046740907637837406,390,1.36534500005655,2.5762298682051203,1.4172648545652058e-17
2000,held_out_000,4,budget_matched_generic,60463004,70463004,80463004,90463004,2,0.072,0.1437637528034297,0.006105405642940254,0.0034746004425311545,,,True,False,False,True,0.00560510791396873,0.020562975885062305,0.046740907637837406,390,1.3606108999811113,2.5762298682051203,1.4172648545652058e-17
2000,held_out_000,4,alignment_only,60463004,70463004,80463004,90463004,28,0.2,0.28440792677204546,0.006564958229586568,0.003545431002165625,0.2355775417394143,0.9991640827289723,True,False,False,True,0.006937960006691708,0.02070463700433125,0.04638695444032544,394,1.3582629000302404,2.580447813485944,1.2600674767560525e-17
2000,held_out_000,4,information_only,60463004,70463004,80463004,90463004,47,0.2,0.11421474649917726,0.007009011735868469,0.0035700391486787404,0.2355775417394143,0.926672780071289,True,False,False,True,0.006937960006691708,0.02075385329735748,0.045812555193795304,394,1.3996675999369472,2.580447813485944,1.2600674767560525e-17
2000,held_out_000,4,full_task_aware,60463004,70463004,80463004,90463004,46,0.2,0.19812626347474097,0.007356381948749772,0.0036691974779306143,0.2355775417394143,0.9873457376673245,True,False,False,True,0.0074488974523452805,0.02095216995586123,0.045786852143381185,402,1.425026400014758,2.5852729783208264,7.485257955561684e-18
2000,held_out_000,4,oracle,60463004,70463004,80463004,90463004,36,0.2,0.02766894367657232,0.006541407169315119,0.0035255679225064474,0.18077295464896376,0.9408778291291273,True,False,False,True,0.006937960006691708,0.020664910845012895,0.04631903359031038,394,1.3867924000369385,2.580447813485944,1.2600674767560525e-17
2000,held_out_000,5,fixed,60463005,70463005,80463005,90463005,,,0.0,0.0782827725854924,0.04,,,False,False,False,False,-inf,0.093613775,0.1380116,0,0.0001623999560251832,inf,nan
2000,held_out_000,5,random_active,60463005,70463005,80463005,90463005,101,,0.36349964230718074,0.009332846998941808,0.004774538680665847,,,True,False,False,True,0.0019904325227612218,0.02316285236133169,0.04956606473502509,673,2.3371830000542104,1.8799253640560263,1.1787843342096145e-17
2000,held_out_000,5,generic_active,60463005,70463005,80463005,90463005,34,0.2,0.12496085842668046,0.05310563032460241,0.026631941938053228,,,False,False,False,False,-inf,0.06687765887610644,0.1380116,0,0.00013269996270537376,inf,nan
2000,held_out_000,5,budget_matched_generic,60463005,70463005,80463005,90463005,34,0.072,0.12496085842668046,0.05310563032460241,0.026631941938053228,,,False,False,False,False,-inf,0.06687765887610644,0.1380116,0,0.00012400001287460327,inf,nan
2000,held_out_000,5,alignment_only,60463005,70463005,80463005,90463005,34,0.2,0.12496085842668046,0.05310563032460241,0.026631941938053228,0.10412445341485252,0.9696433132530186,False,False,False,False,-inf,0.06687765887610644,0.1380116,0,0.00012310000602155924,inf,nan
2000,held_out_000,5,information_only,60463005,70463005,80463005,90463005,34,0.2,0.12496085842668046,0.05310563032460241,0.026631941938053228,0.10412445341485252,0.9696433132530186,False,False,False,False,-inf,0.06687765887610644,0.1380116,0,0.00012390001211315393,inf,nan
2000,held_out_000,5,full_task_aware,60463005,70463005,80463005,90463005,34,0.2,0.12496085842668046,0.05310563032460241,0.026631941938053228,0.10412445341485252,0.9696433132530186,False,False,False,False,-inf,0.06687765887610644,0.1380116,0,0.00012240000069141388,inf,nan
2000,held_out_000,5,oracle,60463005,70463005,80463005,90463005,69,0.2,0.20878480089076584,0.00524190549111194,0.0027097103382077575,0.18077295464896376,0.9959754830058227,True,False,False,True,0.007326988612109444,0.019033195676415517,0.044151976189599484,414,1.4305252999765798,2.790690593247448,1.1484822398506364e-17
2000,held_out_000,6,fixed,60463006,70463006,80463006,90463006,,,0.0,0.04714362450172642,0.04,,,False,False,False,False,-inf,0.093613775,0.1380116,0,0.000166199984960258,inf,nan
2000,held_out_000,6,random_active,60463006,70463006,80463006,90463006,57,,0.2014842431831578,0.018475047844585157,0.026838000441697145,,,False,False,False,False,-inf,0.06728977588339428,0.1380116,0,0.0001382998889312148,inf,nan
2000,held_out_000,6,generic_active,60463006,70463006,80463006,90463006,12,0.2,0.05063235944610074,0.018478956773435265,0.026839795065839594,,,False,False,False,False,-inf,0.06729336513167919,0.1380116,0,0.00012820004485547543,inf,nan
2000,held_out_000,6,budget_matched_generic,60463006,70463006,80463006,90463006,12,0.072,0.05063235944610074,0.018478956773435265,0.026839795065839594,,,False,False,False,False,-inf,0.06729336513167919,0.1380116,0,0.0001262999139726162,inf,nan
2000,held_out_000,6,alignment_only,60463006,70463006,80463006,90463006,12,0.2,0.05063235944610074,0.018478956773435265,0.026839795065839594,0.006219034605070703,0.9994598156601596,False,False,False,False,-inf,0.06729336513167919,0.1380116,0,0.0001265000319108367,inf,nan
2000,held_out_000,6,information_only,60463006,70463006,80463006,90463006,23,0.2,0.04518954221317006,0.018504858297401432,0.026851686686797247,0.006219034605070703,0.9980192314475866,False,False,False,False,-inf,0.06731714837359448,0.1380116,0,0.00012719992082566023,inf,nan
2000,held_out_000,6,full_task_aware,60463006,70463006,80463006,90463006,23,0.2,0.04518954221317006,0.018504858297401432,0.026851686686797247,0.006219034605070703,0.9980192314475866,False,False,False,False,-inf,0.06731714837359448,0.1380116,0,0.00012610002886503935,inf,nan
2000,held_out_000,6,oracle,60463006,70463006,80463006,90463006,2,0.2,0.16715329086974323,0.005090241599401149,0.0040741583212447734,0.18077295464896376,0.9819123666119178,True,False,False,True,0.003627803658224604,0.02176209164248955,0.04747547301596168,117,0.3922133999876678,2.4440450482608074,7.82873492117144e-18
2000,held_out_000,7,fixed,60463007,70463007,80463007,90463007,,,0.0,0.04096248546398293,0.04,,,False,False,False,False,-inf,0.093613775,0.1380116,0,0.00015129998791962862,inf,nan
2000,held_out_000,7,random_active,60463007,70463007,80463007,90463007,104,,0.3203671329367935,0.004119268040518548,0.003799748742848966,,,True,False,False,True,0.00231866697942632,0.02121327248569793,0.04612415843171354,342,1.2964605999877676,2.5342379004960325,1.1203498908164619e-17
2000,held_out_000,7,generic_active,60463007,70463007,80463007,90463007,2,0.2,0.1702737878360703,0.004183700460681609,0.0039855801042778406,,,True,False,False,True,0.00231866697942632,0.02158493520855568,0.04735404619059398,342,1.1772850999841467,2.5342379004960325,1.1203498908164619e-17
2000,held_out_000,7,budget_matched_generic,60463007,70463007,80463007,90463007,2,0.072,0.1702737878360703,0.004183700460681609,0.0039855801042778406,,,True,False,False,True,0.00231866697942632,0.02158493520855568,0.04735404619059398,342,1.1697229000274092,2.5342379004960325,1.1203498908164619e-17
2000,held_out_000,7,alignment_only,60463007,70463007,80463007,90463007,2,0.2,0.1702737878360703,0.004183700460681609,0.0039855801042778406,0.29194379439679274,0.9732701467601967,True,False,False,True,0.00231866697942632,0.02158493520855568,0.04735404619059398,342,1.158475499949418,2.5342379004960325,1.1203498908164619e-17
2000,held_out_000,7,information_only,60463007,70463007,80463007,90463007,2,0.2,0.1702737878360703,0.004183700460681609,0.0039855801042778406,0.29194379439679274,0.9732701467601967,True,False,False,True,0.00231866697942632,0.02158493520855568,0.04735404619059398,342,1.1547877999255434,2.5342379004960325,1.1203498908164619e-17
2000,held_out_000,7,full_task_aware,60463007,70463007,80463007,90463007,2,0.2,0.1702737878360703,0.004183700460681609,0.0039855801042778406,0.29194379439679274,0.9732701467601967,True,False,False,True,0.00231866697942632,0.02158493520855568,0.04735404619059398,342,1.1507350000320002,2.5342379004960325,1.1203498908164619e-17
2000,held_out_000,7,oracle,60463007,70463007,80463007,90463007,57,0.2,0.20539853474162176,0.0031085628830764002,0.0026990319242421353,0.18077295464896376,0.9957985942421841,True,False,False,True,0.003998178195514462,0.019011838848484272,0.044155280453525195,283,1.045373999979347,1.74701330978534,1.1165283415606862e-17
2000,held_out_000,8,fixed,60463008,70463008,80463008,90463008,,,0.0,0.06974822709122734,0.04,,,False,False,False,False,-inf,0.093613775,0.1380116,0,0.00014590006321668625,inf,nan
2000,held_out_000,8,random_active,60463008,70463008,80463008,90463008,58,,0.27391479669826324,0.007987048588882214,0.004304709347613105,,,True,False,False,True,0.005368359910251313,0.02222319369522621,0.04773886457827976,414,1.5230286000296474,2.0491454747523212,1.1303675067171217e-17
2000,held_out_000,8,generic_active,60463008,70463008,80463008,90463008,2,0.2,0.13618891843396483,0.05600376833171565,0.027114164099791248,,,False,False,False,False,-inf,0.06784210319958249,0.1380116,0,0.00022110005374997854,inf,nan
2000,held_out_000,8,budget_matched_generic,60463008,70463008,80463008,90463008,2,0.072,0.13618891843396483,0.05600376833171565,0.027114164099791248,,,False,False,False,False,-inf,0.06784210319958249,0.1380116,0,0.0002161999000236392,inf,nan
2000,held_out_000,8,alignment_only,60463008,70463008,80463008,90463008,2,0.2,0.13618891843396483,0.05600376833171565,0.027114164099791248,0.0010988009189124921,0.9659838629735354,False,False,False,False,-inf,0.06784210319958249,0.1380116,0,0.00021549989469349384,inf,nan
2000,held_out_000,8,information_only,60463008,70463008,80463008,90463008,2,0.2,0.13618891843396483,0.05600376833171565,0.027114164099791248,0.0010988009189124921,0.9659838629735354,False,False,False,False,-inf,0.06784210319958249,0.1380116,0,0.00024960003793239594,inf,nan
2000,held_out_000,8,full_task_aware,60463008,70463008,80463008,90463008,2,0.2,0.13618891843396483,0.05600376833171565,0.027114164099791248,0.0010988009189124921,0.9659838629735354,False,False,False,False,-inf,0.06784210319958249,0.1380116,0,0.00022000004537403584,inf,nan
2000,held_out_000,8,oracle,60463008,70463008,80463008,90463008,72,0.2,0.1027076723143448,0.007274015912148678,0.003896902807788422,0.18077295464896376,0.9814566277589322,True,False,False,True,0.003526472145390777,0.021407580615576842,0.04711397544485396,326,1.1750047999667004,2.030539182977763,1.4543887510036308e-17
2000,held_out_000,9,fixed,60463009,70463009,80463009,90463009,,,0.0,0.037926751002589354,0.04,,,False,False,False,False,-inf,0.093613775,0.1380116,0,0.00013170007150620222,inf,nan
2000,held_out_000,9,random_active,60463009,70463009,80463009,90463009,1,,0.11734100503381445,0.017829292998570927,0.02646788925913622,,,False,False,False,False,-inf,0.06654955351827244,0.1380116,0,0.00011230004020035267,inf,nan
2000,held_out_000,9,generic_active,60463009,70463009,80463009,90463009,2,0.2,0.18096621500885282,0.0036750977963050913,0.003891345713396113,,,True,False,False,True,0.007548930199639271,0.021396466426792226,0.04780772370065674,220,0.6692367000505328,2.585624571838997,1.2505115940775053e-17
2000,held_out_000,9,budget_matched_generic,60463009,70463009,80463009,90463009,2,0.072,0.18096621500885282,0.0036750977963050913,0.003891345713396113,,,True,False,False,True,0.007548930199639271,0.021396466426792226,0.04780772370065674,220,0.668416399974376,2.585624571838997,1.2505115940775053e-17
2000,held_out_000,9,alignment_only,60463009,70463009,80463009,90463009,3,0.2,0.23242877888190683,0.0035133295766269328,0.003663071781417348,0.11388344463490609,0.9837623385365295,True,False,False,True,0.007548930199639271,0.020939918562834697,0.04698250408253615,220,0.6423228000057861,2.585624571838997,1.2505115940775053e-17
2000,held_out_000,9,information_only,60463009,70463009,80463009,90463009,2,0.2,0.18096621500885282,0.0036750977963050913,0.003891345713396113,0.11388344463490609,0.943952301156978,True,False,False,True,0.007548930199639271,0.021396466426792226,0.04780772370065674,220,0.6589104000013322,2.585624571838997,1.2505115940775053e-17
2000,held_out_000,9,full_task_aware,60463009,70463009,80463009,90463009,16,0.2,0.2833646591553346,0.0034408646399712917,0.003568703116590353,0.11388344463490609,0.9995614700262321,True,False,False,True,0.007548930199639271,0.020751181233180704,0.046667380796354935,220,0.6481390999397263,2.585624571838997,1.2505115940775053e-17
2000,held_out_000,9,oracle,60463009,70463009,80463009,90463009,94,0.2,0.18307536214575887,0.0034004859046268864,0.00320102197941882,0.18077295464896376,0.977069164850888,True,False,False,True,0.007548930199639271,0.02001581895883764,0.04451414476986144,220,0.6555260999593884,2.585624571838997,1.2505115940775053e-17
2001,held_out_001,0,fixed,60463100,70463100,80463100,90463100,,,0.0,0.05275990847140499,0.02611174656057106,,,False,False,False,False,-inf,0.06800469312114212,0.138159125,0,0.00025050004478543997,inf,nan
2001,held_out_001,0,random_active,60463100,70463100,80463100,90463100,4,,0.2643270088345075,0.005171904915940555,0.0029296927977207504,,,True,False,False,True,0.008396295230252105,0.0216405855954415,0.04570201378122565,163,0.49203069997020066,2.277295579003196,8.590880920978633e-18
2001,held_out_001,0,generic_active,60463100,70463100,80463100,90463100,20,0.2,0.009566796508412176,0.05267050270947828,0.026039750595074223,,,False,False,False,False,-inf,0.06786070119014845,0.138159125,0,0.00022599997464567423,inf,nan
2001,held_out_001,0,budget_matched_generic,60463100,70463100,80463100,90463100,20,0.072,0.009566796508412176,0.05267050270947828,0.026039750595074223,,,False,False,False,False,-inf,0.06786070119014845,0.138159125,0,0.0002218999434262514,inf,nan
2001,held_out_001,0,alignment_only,60463100,70463100,80463100,90463100,20,0.2,0.009566796508412176,0.05267050270947828,0.026039750595074223,0.06840918505406454,0.9938577628893663,False,False,False,False,-inf,0.06786070119014845,0.138159125,0,0.0002183000324293971,inf,nan
2001,held_out_001,0,information_only,60463100,70463100,80463100,90463100,20,0.2,0.009566796508412176,0.05267050270947828,0.026039750595074223,0.06840918505406454,0.9938577628893663,False,False,False,False,-inf,0.06786070119014845,0.138159125,0,0.00021760002709925175,inf,nan
2001,held_out_001,0,full_task_aware,60463100,70463100,80463100,90463100,20,0.2,0.009566796508412176,0.05267050270947828,0.026039750595074223,0.06840918505406454,0.9938577628893663,False,False,False,False,-inf,0.06786070119014845,0.138159125,0,0.00021840003319084644,inf,nan
2001,held_out_001,0,oracle,60463100,70463100,80463100,90463100,69,0.2,0.11184501182420901,0.005085889576948507,0.003013157634200486,0.2491533799674435,0.9681296643817126,True,False,False,True,0.009242907609979143,0.02180751526840097,0.044769270051060156,110,0.3177841999568045,2.2874261283719237,1.4217600236720207e-17
2001,held_out_001,1,fixed,60463101,70463101,80463101,90463101,,,0.0,0.03289302021547884,0.02611174656057106,,,False,False,False,False,-inf,0.06800469312114212,0.138159125,0,0.00013069994747638702,inf,nan
2001,held_out_001,1,random_active,60463101,70463101,80463101,90463101,17,,0.2166530052285536,0.004206052979780536,0.0031159016301180835,,,True,False,False,True,0.013134336413669121,0.022013003260236166,0.04658818726669929,225,0.5877328999340534,2.7559698902236214,1.1888598503374867e-17
2001,held_out_001,1,generic_active,60463101,70463101,80463101,90463101,31,0.2,0.09198964195402919,0.032741684634927916,0.02601515580750161,,,False,False,False,False,-inf,0.06781151161500322,0.138159125,0,0.0001221999991685152,inf,nan
2001,held_out_001,1,budget_matched_generic,60463101,70463101,80463101,90463101,1,0.072,0.2900271358951178,0.004406660119130318,0.0032752706691482076,,,True,False,False,True,0.013820948476433085,0.022331741338296414,0.0472003972186963,232,0.5646754000335932,2.792563149836679,9.035409485628502e-18
2001,held_out_001,1,alignment_only,60463101,70463101,80463101,90463101,31,0.2,0.09198964195402919,0.032741684634927916,0.02601515580750161,0.03947450439673808,0.9994993299815436,False,False,False,False,-inf,0.06781151161500322,0.138159125,0,0.000125400023534894,inf,nan
2001,held_out_001,1,information_only,60463101,70463101,80463101,90463101,32,0.2,0.048322581767901315,0.03274448057964199,0.026016940334342483,0.03947450439673808,0.9987089290323004,False,False,False,False,-inf,0.06781508066868497,0.138159125,0,0.00011440005619078875,inf,nan
2001,held_out_001,1,full_task_aware,60463101,70463101,80463101,90463101,32,0.2,0.048322581767901315,0.03274448057964199,0.026016940334342483,0.03947450439673808,0.9987089290323004,False,False,False,False,-inf,0.06781508066868497,0.138159125,0,0.00011349993292242289,inf,nan
2001,held_out_001,1,oracle,60463101,70463101,80463101,90463101,34,0.2,0.15340697586082708,0.004032984556609609,0.0029765335195189573,0.2491533799674435,0.9475746359985685,True,False,False,True,0.013134336413669121,0.021734267039037913,0.04602334706950649,225,0.585382700082846,2.7559698902236214,1.1888598503374867e-17
2001,held_out_001,2,fixed,60463102,70463102,80463102,90463102,,,0.0,0.03206951119785109,0.02611174656057106,,,False,False,False,False,-inf,0.06800469312114212,0.138159125,0,0.0001545000122860074,inf,nan
2001,held_out_001,2,random_active,60463102,70463102,80463102,90463102,59,,0.251735082056822,0.0033902868428487007,0.0032988549954611514,,,True,False,False,True,0.0069117081460606505,0.0223789099909223,0.04594754715771415,141,0.40785960003267974,2.3842465069749217,1.2626266733638027e-17
2001,held_out_001,2,generic_active,60463102,70463102,80463102,90463102,5,0.2,0.220106780014267,0.003362098010739456,0.003132350550276175,,,True,False,False,True,0.0069117081460606505,0.02204590110055235,0.04660173703011516,141,0.419093000004068,2.3842465069749217,1.2626266733638027e-17
2001,held_out_001,2,budget_matched_generic,60463102,70463102,80463102,90463102,5,0.072,0.220106780014267,0.003362098010739456,0.003132350550276175,,,True,False,False,True,0.0069117081460606505,0.02204590110055235,0.04660173703011516,141,0.40834910003468394,2.3842465069749217,1.2626266733638027e-17
2001,held_out_001,2,alignment_only,60463102,70463102,80463102,90463102,5,0.2,0.220106780014267,0.003362098010739456,0.003132350550276175,0.02931078385139548,0.9937027234133066,True,False,False,True,0.0069117081460606505,0.02204590110055235,0.04660173703011516,141,0.4038171999854967,2.3842465069749217,1.2626266733638027e-17
2001,held_out_001,2,information_only,60463102,70463102,80463102,90463102,20,0.2,0.009133761228119555,0.03199497182071154,0.02600609261126912,0.02931078385139548,0.9600700132019326,False,False,False,False,-inf,0.06779338522253824,0.138159125,0,0.00012430001515895128,inf,nan
2001,held_out_001,2,full_task_aware,60463102,70463102,80463102,90463102,5,0.2,0.220106780014267,0.003362098010739456,0.003132350550276175,0.02931078385139548,0.9937027234133066,True,False,False,True,0.0069117081460606505,0.02204590110055235,0.04660173703011516,141,0.41187049995642155,2.3842465069749217,1.2626266733638027e-17
2001,held_out_001,2,oracle,60463102,70463102,80463102,90463102,57,0.2,0.09866557296323328,0.0031257933101940904,0.0030799877963502164,0.2491533799674435,0.9614824541444743,True,False,False,True,0.0069117081460606505,0.02194117559270043,0.04514094316491583,141,0.41983700008131564,2.3842465069749217,1.2626266733638027e-17
2001,held_out_001,3,fixed,60463103,70463103,80463103,90463103,,,0.0,0.01682005084654011,0.02611174656057106,,,False,False,False,False,-inf,0.06800469312114212,0.138159125,0,0.00013770000077784061,inf,nan
2001,held_out_001,3,random_active,60463103,70463103,80463103,90463103,15,,0.29598720743440227,0.002496107440777228,0.0030249846740472664,,,True,False,False,True,0.0069402388183477295,0.021831169348094533,0.0461711952840793,252,0.7508833999745548,2.0608902968198883,1.226137718934286e-17
