scenario_id,scenario_name,illumination_name,illumination_quality,observation_sigma_multiplier,repetition,strategy,perception_seed,planner_seed,mean_localisation_error,mean_predicted_sigma,camera_movement,planning_success,safe_navigation_success,collision_against_truth,safety_violation_against_truth,minimum_true_safety_clearance
4,larger_anatomy,mild_degradation,0.75,1.1547005383792517,0,fixed,20301110,51100,0.056679737230573395,0.030022213997860547,0.0,False,False,False,False,-inf
4,larger_anatomy,mild_degradation,0.75,1.1547005383792517,0,generic_active,20301110,51100,0.056679737230573395,0.030022213997860547,0.0,False,False,False,False,-inf
4,larger_anatomy,mild_degradation,0.75,1.1547005383792517,0,task_aware_active,20301110,51100,0.005197509013841896,0.003446835220216794,0.21213203435596428,True,True,False,False,0.003473572876753329
4,larger_anatomy,mild_degradation,0.75,1.1547005383792517,1,fixed,20301111,51101,0.04107788249122249,0.030022213997860547,0.0,False,False,False,False,-inf
4,larger_anatomy,mild_degradation,0.75,1.1547005383792517,1,generic_active,20301111,51101,0.04107788249122249,0.030022213997860547,0.0,False,False,False,False,-inf
4,larger_anatomy,mild_degradation,0.75,1.1547005383792517,1,task_aware_active,20301111,51101,0.0036701112875481712,0.003446835220216794,0.21213203435596428,True,True,False,False,0.0049454136278062315
4,larger_anatomy,moderate_degradation,0.5,1.414213562373095,0,fixed,20301210,51200,0.05165002112528504,0.03676955262170047,0.0,False,False,False,False,-inf
4,larger_anatomy,moderate_degradation,0.5,1.414213562373095,0,generic_active,20301210,51200,0.05165002112528504,0.03676955262170047,0.0,False,False,False,False,-inf
4,larger_anatomy,moderate_degradation,0.5,1.414213562373095,0,task_aware_active,20301210,51200,0.005366955240008622,0.004221493758492415,0.21213203435596428,True,True,False,False,0.009642725748445704
4,larger_anatomy,moderate_degradation,0.5,1.414213562373095,1,fixed,20301211,51201,0.06513657284001483,0.03676955262170047,0.0,False,False,False,False,-inf
4,larger_anatomy,moderate_degradation,0.5,1.414213562373095,1,generic_active,20301211,51201,0.06513657284001483,0.03676955262170047,0.0,False,False,False,False,-inf
4,larger_anatomy,moderate_degradation,0.5,1.414213562373095,1,task_aware_active,20301211,51201,0.007092099717577819,0.004221493758492415,0.21213203435596428,True,True,False,False,0.010098442268831774
4,larger_anatomy,severe_degradation,0.25,2.0,0,fixed,20301310,51300,0.07406221442935677,0.052000000000000005,0.0,False,False,False,False,-inf
4,larger_anatomy,severe_degradation,0.25,2.0,0,generic_active,20301310,51300,0.07406221442935677,0.052000000000000005,0.0,False,False,False,False,-inf
4,larger_anatomy,severe_degradation,0.25,2.0,0,task_aware_active,20301310,51300,0.008722134090236795,0.0059700937267333455,0.21213203435596428,True,True,False,False,0.003997918261407446
4,larger_anatomy,severe_degradation,0.25,2.0,1,fixed,20301311,51301,0.083819284250496,0.052000000000000005,0.0,False,False,False,False,-inf
4,larger_anatomy,severe_degradation,0.25,2.0,1,generic_active,20301311,51301,0.083819284250496,0.052000000000000005,0.0,False,False,False,False,-inf
4,larger_anatomy,severe_degradation,0.25,2.0,1,task_aware_active,20301311,51301,0.008545820777629774,0.0059700937267333455,0.21213203435596428,True,True,False,False,0.007159826689227175
5,smaller_anatomy,normal,1.0,1.0,0,fixed,20311010,61000,0.008109355254497198,0.0030015377255648884,0.0,True,True,False,False,0.0059654349422883345
5,smaller_anatomy,normal,1.0,1.0,0,generic_active,20311010,61000,0.008109355254497198,0.0030015377255648884,0.0,True,True,False,False,0.0059654349422883345
5,smaller_anatomy,normal,1.0,1.0,0,task_aware_active,20311010,61000,0.008109355254497198,0.0030015377255648884,0.0,True,True,False,False,0.0059654349422883345
5,smaller_anatomy,normal,1.0,1.0,1,fixed,20311011,61001,0.006437733244430687,0.0030015377255648884,0.0,True,True,False,False,0.004389605166387719
5,smaller_anatomy,normal,1.0,1.0,1,generic_active,20311011,61001,0.006437733244430687,0.0030015377255648884,0.0,True,True,False,False,0.004389605166387719
5,smaller_anatomy,normal,1.0,1.0,1,task_aware_active,20311011,61001,0.006437733244430687,0.0030015377255648884,0.0,True,True,False,False,0.004389605166387719
5,smaller_anatomy,mild_degradation,0.75,1.1547005383792517,0,fixed,20311110,61100,0.0033733681730944124,0.0034658772276754115,0.0,True,True,False,False,0.009579360911209886
5,smaller_anatomy,mild_degradation,0.75,1.1547005383792517,0,generic_active,20311110,61100,0.0033733681730944124,0.0034658772276754115,0.0,True,True,False,False,0.009579360911209886
5,smaller_anatomy,mild_degradation,0.75,1.1547005383792517,0,task_aware_active,20311110,61100,0.0033733681730944124,0.0034658772276754115,0.0,True,True,False,False,0.009579360911209886
5,smaller_anatomy,mild_degradation,0.75,1.1547005383792517,1,fixed,20311111,61101,0.005293552683984859,0.0034658772276754115,0.0,True,True,False,False,0.005558285853471156
5,smaller_anatomy,mild_degradation,0.75,1.1547005383792517,1,generic_active,20311111,61101,0.005293552683984859,0.0034658772276754115,0.0,True,True,False,False,0.005558285853471156
5,smaller_anatomy,mild_degradation,0.75,1.1547005383792517,1,task_aware_active,20311111,61101,0.005293552683984859,0.0034658772276754115,0.0,True,True,False,False,0.005558285853471156
5,smaller_anatomy,moderate_degradation,0.5,1.414213562373095,0,fixed,20311210,61200,0.006299777527077877,0.004244815359468359,0.0,True,True,False,False,0.006623683964387726
5,smaller_anatomy,moderate_degradation,0.5,1.414213562373095,0,generic_active,20311210,61200,0.006299777527077877,0.004244815359468359,0.0,True,True,False,False,0.006623683964387726
5,smaller_anatomy,moderate_degradation,0.5,1.414213562373095,0,task_aware_active,20311210,61200,0.006299777527077877,0.004244815359468359,0.0,True,True,False,False,0.006623683964387726
5,smaller_anatomy,moderate_degradation,0.5,1.414213562373095,1,fixed,20311211,61201,0.010182370520720815,0.004244815359468359,0.0,True,False,False,True,-0.0005903890249132158
5,smaller_anatomy,moderate_degradation,0.5,1.414213562373095,1,generic_active,20311211,61201,0.010182370520720815,0.004244815359468359,0.0,True,False,False,True,-0.0005903890249132158
5,smaller_anatomy,moderate_degradation,0.5,1.414213562373095,1,task_aware_active,20311211,61201,0.010182370520720815,0.004244815359468359,0.0,True,False,False,True,-0.0005903890249132158
