scenario_id,scenario_name,repetition,strategy,perception_seed,planner_seed,planning_success,collision_against_truth,safety_violation_against_truth,safe_navigation_success,mean_localisation_error,mean_predicted_sigma,camera_movement,minimum_true_safety_clearance,mean_planning_safety_margin,maximum_planning_safety_radius
4,larger_anatomy,5,task_aware_active,20264906,9005,True,False,False,True,0.004205816493094962,0.0029850468633666727,0.21213203435596428,0.004773213726112167,0.020970093726733342,0.05044018745346669
4,larger_anatomy,6,fixed,20264907,9006,False,False,False,False,0.021758923427661253,0.026000000000000002,0.0,-inf,0.067,0.14250000000000002
4,larger_anatomy,6,generic_active,20264907,9006,False,False,False,False,0.021758923427661253,0.026000000000000002,0.0,-inf,0.067,0.14250000000000002
4,larger_anatomy,6,task_aware_active,20264907,9006,True,False,False,True,0.0028902665219633196,0.0029850468633666727,0.21213203435596428,0.006754368124169017,0.020970093726733342,0.05044018745346669
4,larger_anatomy,7,fixed,20264908,9007,False,False,False,False,0.023760884059879434,0.026000000000000002,0.0,-inf,0.067,0.14250000000000002
4,larger_anatomy,7,generic_active,20264908,9007,False,False,False,False,0.023760884059879434,0.026000000000000002,0.0,-inf,0.067,0.14250000000000002
4,larger_anatomy,7,task_aware_active,20264908,9007,True,False,False,True,0.002623591161677769,0.0029850468633666727,0.21213203435596428,0.0053654777540394615,0.020970093726733342,0.05044018745346669
4,larger_anatomy,8,fixed,20264909,9008,False,False,False,False,0.012981649888119498,0.026000000000000002,0.0,-inf,0.067,0.14250000000000002
4,larger_anatomy,8,generic_active,20264909,9008,False,False,False,False,0.012981649888119498,0.026000000000000002,0.0,-inf,0.067,0.14250000000000002
4,larger_anatomy,8,task_aware_active,20264909,9008,True,False,False,True,0.0027314929825826995,0.0029850468633666727,0.21213203435596428,0.009287374806260558,0.020970093726733342,0.05044018745346669
4,larger_anatomy,9,fixed,20264910,9009,False,False,False,False,0.036409188209036145,0.026000000000000002,0.0,-inf,0.067,0.14250000000000002
4,larger_anatomy,9,generic_active,20264910,9009,False,False,False,False,0.036409188209036145,0.026000000000000002,0.0,-inf,0.067,0.14250000000000002
4,larger_anatomy,9,task_aware_active,20264910,9009,True,False,False,True,0.004642888387398823,0.0029850468633666727,0.21213203435596428,0.008294611600305151,0.020970093726733342,0.05044018745346669
5,smaller_anatomy,0,fixed,20265901,10000,True,False,False,True,0.0036776212887463904,0.0030015377255648884,0.0,0.005340383081287229,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,0,generic_active,20265901,10000,True,False,False,True,0.0036776212887463904,0.0030015377255648884,0.0,0.005340383081287229,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,0,task_aware_active,20265901,10000,True,False,False,True,0.0036776212887463904,0.0030015377255648884,0.0,0.005340383081287229,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,1,fixed,20265902,10001,True,False,False,True,0.0033956649818789627,0.0030015377255648884,0.0,0.002401150970057808,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,1,generic_active,20265902,10001,True,False,False,True,0.0033956649818789627,0.0030015377255648884,0.0,0.002401150970057808,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,1,task_aware_active,20265902,10001,True,False,False,True,0.0033956649818789627,0.0030015377255648884,0.0,0.002401150970057808,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,2,fixed,20265903,10002,True,False,False,True,0.005886826290413998,0.0030015377255648884,0.0,0.005106717435183884,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,2,generic_active,20265903,10002,True,False,False,True,0.005886826290413998,0.0030015377255648884,0.0,0.005106717435183884,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,2,task_aware_active,20265903,10002,True,False,False,True,0.005886826290413998,0.0030015377255648884,0.0,0.005106717435183884,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,3,fixed,20265904,10003,True,False,False,True,0.0051151504402976375,0.0030015377255648884,0.0,0.0066364928103102,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,3,generic_active,20265904,10003,True,False,False,True,0.0051151504402976375,0.0030015377255648884,0.0,0.0066364928103102,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,3,task_aware_active,20265904,10003,True,False,False,True,0.0051151504402976375,0.0030015377255648884,0.0,0.0066364928103102,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,4,fixed,20265905,10004,True,False,False,True,0.004627804050449887,0.0030015377255648884,0.0,0.00769840965073852,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,4,generic_active,20265905,10004,True,False,False,True,0.004627804050449887,0.0030015377255648884,0.0,0.00769840965073852,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,4,task_aware_active,20265905,10004,True,False,False,True,0.004627804050449887,0.0030015377255648884,0.0,0.00769840965073852,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,5,fixed,20265906,10005,True,False,False,True,0.004296888053676052,0.0030015377255648884,0.0,0.0021460486409693082,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,5,generic_active,20265906,10005,True,False,False,True,0.004296888053676052,0.0030015377255648884,0.0,0.0021460486409693082,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,5,task_aware_active,20265906,10005,True,False,False,True,0.004296888053676052,0.0030015377255648884,0.0,0.0021460486409693082,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,6,fixed,20265907,10006,True,False,False,True,0.00316856711472462,0.0030015377255648884,0.0,0.0062517624938377755,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,6,generic_active,20265907,10006,True,False,False,True,0.00316856711472462,0.0030015377255648884,0.0,0.0062517624938377755,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,6,task_aware_active,20265907,10006,True,False,False,True,0.00316856711472462,0.0030015377255648884,0.0,0.0062517624938377755,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,7,fixed,20265908,10007,True,False,False,True,0.009922276149027425,0.0030015377255648884,0.0,0.004766292186510706,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,7,generic_active,20265908,10007,True,False,False,True,0.009922276149027425,0.0030015377255648884,0.0,0.004766292186510706,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,7,task_aware_active,20265908,10007,True,False,False,True,0.009922276149027425,0.0030015377255648884,0.0,0.004766292186510706,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,8,fixed,20265909,10008,True,False,False,True,0.0033111459655398075,0.0030015377255648884,0.0,0.006487833148140684,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,8,generic_active,20265909,10008,True,False,False,True,0.0033111459655398075,0.0030015377255648884,0.0,0.006487833148140684,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,8,task_aware_active,20265909,10008,True,False,False,True,0.0033111459655398075,0.0030015377255648884,0.0,0.006487833148140684,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,9,fixed,20265910,10009,True,False,False,True,0.004596691429152455,0.0030015377255648884,0.0,0.004160442092807316,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,9,generic_active,20265910,10009,True,False,False,True,0.004596691429152455,0.0030015377255648884,0.0,0.004160442092807316,0.021003075451129775,0.045506150902259554
5,smaller_anatomy,9,task_aware_active,20265910,10009,True,False,False,True,0.004596691429152455,0.0030015377255648884,0.0,0.004160442092807316,0.021003075451129775,0.045506150902259554
