scenario,repetition,episode_seed,strategy,initial_plan_success,completed,safe_completion,executed_steps,unsafe_steps,collision_steps,any_safety_violation,any_collision,replans,reacquisitions,stops,initial_blocked,final_progress,total_planning_iterations
transient_uncertainty_spike,28,297101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
transient_uncertainty_spike,28,297101,closed_loop_adaptive,True,True,True,34,0,0,False,False,5,5,0,False,1.0,0
transient_uncertainty_spike,29,298101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
transient_uncertainty_spike,29,298101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
transient_uncertainty_spike,29,298101,closed_loop_adaptive,True,True,True,34,0,0,False,False,3,3,0,False,1.0,0
severe_perception_loss,0,369101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,0,369101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,0,369101,closed_loop_adaptive,True,False,False,11,0,0,False,False,2,2,1,False,0.32352941176470595,0
severe_perception_loss,1,370101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,1,370101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,1,370101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,1,1,False,0.32352941176470595,0
severe_perception_loss,2,371101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,2,371101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,2,371101,closed_loop_adaptive,True,False,False,11,0,0,False,False,0,0,1,False,0.3142857142857144,0
severe_perception_loss,3,372101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,3,372101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,3,372101,closed_loop_adaptive,True,False,False,11,0,0,False,False,3,3,1,False,0.32352941176470595,0
severe_perception_loss,4,373101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,4,373101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,4,373101,closed_loop_adaptive,True,False,False,11,0,0,False,False,2,2,1,False,0.32232142857142854,0
severe_perception_loss,5,374101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,5,374101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,5,374101,closed_loop_adaptive,True,False,False,11,0,0,False,False,3,3,1,False,0.32352941176470595,0
severe_perception_loss,6,375101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,6,375101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,6,375101,closed_loop_adaptive,True,False,False,11,0,0,False,False,2,1,1,False,0.3196140174037092,49
severe_perception_loss,7,376101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,7,376101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,7,376101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,1,1,False,0.32352941176470595,0
severe_perception_loss,8,377101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,8,377101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,8,377101,closed_loop_adaptive,True,False,False,11,0,0,False,False,0,0,1,False,0.3142857142857144,0
severe_perception_loss,9,378101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,9,378101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,9,378101,closed_loop_adaptive,True,False,False,11,0,0,False,False,2,0,1,False,0.3319578770849777,50
severe_perception_loss,10,379101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,10,379101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,10,379101,closed_loop_adaptive,True,False,False,11,0,0,False,False,2,2,1,False,0.32352941176470595,0
severe_perception_loss,11,380101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,11,380101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,11,380101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,0,1,False,0.32165898617511524,0
severe_perception_loss,12,381101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,12,381101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,12,381101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,1,1,False,0.322943722943723,0
severe_perception_loss,13,382101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,13,382101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,13,382101,closed_loop_adaptive,True,False,False,11,0,0,False,False,2,2,1,False,0.322943722943723,0
severe_perception_loss,14,383101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,14,383101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,14,383101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,1,1,False,0.32352941176470595,0
severe_perception_loss,15,384101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,15,384101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,15,384101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,1,1,False,0.32232142857142854,0
severe_perception_loss,16,385101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,16,385101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,16,385101,closed_loop_adaptive,True,False,False,11,0,0,False,False,2,2,1,False,0.32352941176470595,0
severe_perception_loss,17,386101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,17,386101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,17,386101,closed_loop_adaptive,True,False,False,11,0,0,False,False,3,3,1,False,0.322943722943723,0
severe_perception_loss,18,387101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,18,387101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,18,387101,closed_loop_adaptive,True,False,False,11,0,0,False,False,0,0,1,False,0.3142857142857144,0
severe_perception_loss,19,388101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,19,388101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,19,388101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,0,1,False,0.32193788211897967,44
severe_perception_loss,20,389101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,20,389101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,20,389101,closed_loop_adaptive,True,False,False,11,0,0,False,False,2,2,1,False,0.32352941176470595,0
severe_perception_loss,21,390101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,21,390101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,21,390101,closed_loop_adaptive,True,False,False,11,0,0,False,False,3,3,1,False,0.32352941176470595,0
severe_perception_loss,22,391101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,22,391101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,22,391101,closed_loop_adaptive,True,False,False,11,0,0,False,False,0,0,1,False,0.3142857142857144,0
severe_perception_loss,23,392101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,23,392101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,23,392101,closed_loop_adaptive,True,False,False,11,0,0,False,False,0,0,1,False,0.3142857142857144,0
severe_perception_loss,24,393101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,24,393101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,24,393101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,1,1,False,0.322943722943723,0
severe_perception_loss,25,394101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,25,394101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,25,394101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,1,1,False,0.320952380952381,0
severe_perception_loss,26,395101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,26,395101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,26,395101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,1,1,False,0.32352941176470595,0
severe_perception_loss,27,396101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,27,396101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,27,396101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,0,1,False,0.2986134821328461,49
severe_perception_loss,28,397101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,28,397101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,28,397101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,1,1,False,0.32352941176470595,0
severe_perception_loss,29,398101,open_loop_nominal,True,True,True,35,0,0,False,False,0,0,0,False,1.0,0
severe_perception_loss,29,398101,static_robust,False,False,False,0,0,0,False,False,0,0,0,True,0.0,0
severe_perception_loss,29,398101,closed_loop_adaptive,True,False,False,11,0,0,False,False,1,1,1,False,0.322943722943723,0
