stress_condition,repetition,planner_policy,trajectory_released,unsafe_release,safe_release,conservative_safe_block,error_x_mm,error_y_mm,error_z_mm,minimum_surface_clearance_mm,minimum_safety_clearance_mm,truth_collision,truth_safety_violation
calibrated_gaussian,39,robust_chance,False,False,False,True,2.9085382773189914,1.585817705519336,-0.341925722709781,12.56919801427797,4.569198014277969,False,False
calibrated_gaussian,40,nominal_chance,True,False,True,False,4.1753332357731985,1.0906622789400247,0.7098893422457079,11.35925574924383,3.35925574924383,False,False
calibrated_gaussian,40,robust_chance,False,False,False,True,4.1753332357731985,1.0906622789400247,0.7098893422457079,11.35925574924383,3.35925574924383,False,False
calibrated_gaussian,41,nominal_chance,True,False,True,False,13.152119867783734,3.982732933869424,2.300144771081252,12.512097029878223,4.512097029878222,False,False
calibrated_gaussian,41,robust_chance,False,False,False,True,13.152119867783734,3.982732933869424,2.300144771081252,12.512097029878223,4.512097029878222,False,False
calibrated_gaussian,42,nominal_chance,True,False,True,False,4.738862969707956,0.24806151040698632,0.10693933592305474,11.053294752767755,3.053294752767754,False,False
calibrated_gaussian,42,robust_chance,False,False,False,True,4.738862969707956,0.24806151040698632,0.10693933592305474,11.053294752767755,3.053294752767754,False,False
calibrated_gaussian,43,nominal_chance,True,False,True,False,-9.086756907135296,-3.268244490365781,1.0343554018173007,9.933118800484642,1.9331188004846431,False,False
calibrated_gaussian,43,robust_chance,False,False,False,True,-9.086756907135296,-3.268244490365781,1.0343554018173007,9.933118800484642,1.9331188004846431,False,False
calibrated_gaussian,44,nominal_chance,True,False,True,False,0.7671691804727461,-1.37482657237822,0.8961527144296011,9.80216189667178,1.8021618966717803,False,False
calibrated_gaussian,44,robust_chance,False,False,False,True,0.7671691804727461,-1.37482657237822,0.8961527144296011,9.80216189667178,1.8021618966717803,False,False
calibrated_gaussian,45,nominal_chance,True,False,True,False,-6.902313624358032,-2.8658777016649903,0.552917394105564,10.120609807604922,2.120609807604921,False,False
calibrated_gaussian,45,robust_chance,False,False,False,True,-6.902313624358032,-2.8658777016649903,0.552917394105564,10.120609807604922,2.120609807604921,False,False
calibrated_gaussian,46,nominal_chance,True,False,True,False,-5.2420970043421615,-2.3573503298953393,-0.12497928025191479,10.584768553593122,2.584768553593122,False,False
calibrated_gaussian,46,robust_chance,False,False,False,True,-5.2420970043421615,-2.3573503298953393,-0.12497928025191479,10.584768553593122,2.584768553593122,False,False
calibrated_gaussian,47,nominal_chance,True,False,True,False,-10.111073803011111,-4.206871269740918,-5.569373523045362,13.366412300615705,5.366412300615705,False,False
