scenario_id,scenario_name,repetition,strategy,execution_position,perception_seed,planner_seed,camera_movement,planning_success,safe_navigation_success,collision_against_truth,safety_violation_against_truth,planning_time_seconds,iterations,path_cost
3,superior_shift,1,generic_active,0,20264021,16001,0.0,False,False,False,False,0.00018679999993764795,0,inf
3,superior_shift,1,task_aware_active,1,20264021,16001,0.09153744774286736,True,True,False,False,1.3739634000003207,290,2.4680796263882456
3,superior_shift,1,fixed,2,20264021,16001,0.0,False,False,False,False,0.00017309999975623214,0,inf
3,superior_shift,2,task_aware_active,0,20264022,16002,0.09153744774286736,True,True,False,False,1.2430081000002247,238,2.191147489486867
3,superior_shift,2,fixed,1,20264022,16002,0.0,True,False,False,True,1.072795000000042,238,2.021033918370257
3,superior_shift,2,generic_active,2,20264022,16002,0.0,True,False,False,True,1.0273592999997163,238,2.021033918370257
3,superior_shift,3,fixed,0,20264023,16003,0.0,False,False,False,False,0.0001967999996850267,0,inf
3,superior_shift,3,generic_active,1,20264023,16003,0.0,False,False,False,False,0.00015730000041003223,0,inf
3,superior_shift,3,task_aware_active,2,20264023,16003,0.09153744774286736,True,True,False,False,2.3398682000001827,552,3.225221475196954
3,superior_shift,4,generic_active,0,20264024,16004,0.0,False,False,False,False,0.00015129999974305974,0,inf
3,superior_shift,4,task_aware_active,1,20264024,16004,0.09153744774286736,True,True,False,False,0.9583435999998073,305,2.445487767726962
3,superior_shift,4,fixed,2,20264024,16004,0.0,False,False,False,False,0.000252700000146433,0,inf
4,larger_anatomy,0,task_aware_active,0,20265020,17000,0.21213203435596428,True,True,False,False,0.5616761000001134,176,2.4693401514137165
4,larger_anatomy,0,fixed,1,20265020,17000,0.0,False,False,False,False,0.00013100000023769098,0,inf
4,larger_anatomy,0,generic_active,2,20265020,17000,0.0,False,False,False,False,0.0001222000000780099,0,inf
4,larger_anatomy,1,fixed,0,20265021,17001,0.0,False,False,False,False,0.00014699999974254752,0,inf
4,larger_anatomy,1,generic_active,1,20265021,17001,0.0,False,False,False,False,0.00012479999986680923,0,inf
4,larger_anatomy,1,task_aware_active,2,20265021,17001,0.21213203435596428,True,True,False,False,1.5366830000002665,489,2.649322917414149
4,larger_anatomy,2,generic_active,0,20265022,17002,0.0,False,False,False,False,0.00017729999990478973,0,inf
4,larger_anatomy,2,task_aware_active,1,20265022,17002,0.21213203435596428,True,True,False,False,0.7189373000001069,191,2.196298672863227
4,larger_anatomy,2,fixed,2,20265022,17002,0.0,False,False,False,False,0.00013450000005832408,0,inf
4,larger_anatomy,3,task_aware_active,0,20265023,17003,0.21213203435596428,True,False,False,True,0.35551170000007914,120,2.5338705473824437
4,larger_anatomy,3,fixed,1,20265023,17003,0.0,False,False,False,False,0.0001336000000264903,0,inf
4,larger_anatomy,3,generic_active,2,20265023,17003,0.0,False,False,False,False,0.00012229999992996454,0,inf
4,larger_anatomy,4,fixed,0,20265024,17004,0.0,False,False,False,False,0.00015859999984968454,0,inf
4,larger_anatomy,4,generic_active,1,20265024,17004,0.0,False,False,False,False,0.00013939999962531147,0,inf
4,larger_anatomy,4,task_aware_active,2,20265024,17004,0.21213203435596428,True,True,False,False,0.7075152000002163,243,2.859616159152275
5,smaller_anatomy,0,generic_active,0,20266020,18000,0.0,True,True,False,False,0.787475799999811,233,2.513927107572972
5,smaller_anatomy,0,task_aware_active,1,20266020,18000,0.0,True,True,False,False,0.7423709999998209,233,2.513927107572972
5,smaller_anatomy,0,fixed,2,20266020,18000,0.0,True,True,False,False,0.7343071999998756,233,2.513927107572972
5,smaller_anatomy,1,task_aware_active,0,20266021,18001,0.0,True,True,False,False,0.735270500000297,221,2.2976589357408623
5,smaller_anatomy,1,fixed,1,20266021,18001,0.0,True,True,False,False,0.8658143000002383,221,2.2976589357408623
5,smaller_anatomy,1,generic_active,2,20266021,18001,0.0,True,True,False,False,1.038485799999762,221,2.2976589357408623
5,smaller_anatomy,2,fixed,0,20266022,18002,0.0,True,True,False,False,1.265071099999659,260,2.1494510384800574
5,smaller_anatomy,2,generic_active,1,20266022,18002,0.0,True,True,False,False,0.8962585999997827,260,2.1494510384800574
5,smaller_anatomy,2,task_aware_active,2,20266022,18002,0.0,True,True,False,False,0.9782796999998027,260,2.1494510384800574
5,smaller_anatomy,3,generic_active,0,20266023,18003,0.0,True,True,False,False,1.4911968999999772,287,2.441415595006953
5,smaller_anatomy,3,task_aware_active,1,20266023,18003,0.0,True,True,False,False,1.4549000000001797,287,2.441415595006953
5,smaller_anatomy,3,fixed,2,20266023,18003,0.0,True,True,False,False,1.4231414999999288,287,2.441415595006953
5,smaller_anatomy,4,task_aware_active,0,20266024,18004,0.0,True,True,False,False,1.309625600000345,322,3.0751731551531205
5,smaller_anatomy,4,fixed,1,20266024,18004,0.0,True,True,False,False,1.3572532000002866,322,3.0751731551531205
5,smaller_anatomy,4,generic_active,2,20266024,18004,0.0,True,True,False,False,1.1651136000000406,322,3.0751731551531205
6,larger_safety_margin,0,fixed,0,20267020,19000,0.0,True,True,False,False,1.524351900000056,432,3.0383284336353173
6,larger_safety_margin,0,generic_active,1,20267020,19000,0.0,True,True,False,False,1.3928107000001546,432,3.0383284336353173
6,larger_safety_margin,0,task_aware_active,2,20267020,19000,0.07764571353075626,True,True,False,False,1.4009761000002072,432,3.0383284336353173
6,larger_safety_margin,1,generic_active,0,20267021,19001,0.0,True,True,False,False,0.7501296999998885,232,2.5181003759862675
6,larger_safety_margin,1,task_aware_active,1,20267021,19001,0.07764571353075626,True,True,False,False,1.4019204999999602,412,2.6146189668510322
6,larger_safety_margin,1,fixed,2,20267021,19001,0.0,True,True,False,False,0.7453737000000729,232,2.5181003759862675
6,larger_safety_margin,2,task_aware_active,0,20267022,19002,0.07764571353075626,True,True,False,False,1.5879785000001903,498,2.8024822322348695
6,larger_safety_margin,2,fixed,1,20267022,19002,0.0,True,True,False,False,1.858414299999822,549,2.8008167884473654
6,larger_safety_margin,2,generic_active,2,20267022,19002,0.0,True,True,False,False,2.1513475000001563,549,2.8008167884473654
6,larger_safety_margin,3,fixed,0,20267023,19003,0.0,True,True,False,False,0.9840383000000656,258,2.4341087485385686
6,larger_safety_margin,3,generic_active,1,20267023,19003,0.0,True,True,False,False,1.09186150000005,258,2.4341087485385686
6,larger_safety_margin,3,task_aware_active,2,20267023,19003,0.07764571353075626,True,True,False,False,1.1091536999997516,258,2.4341087485385686
6,larger_safety_margin,4,generic_active,0,20267024,19004,0.0,True,True,False,False,1.43396359999997,323,2.4694359574617737
6,larger_safety_margin,4,task_aware_active,1,20267024,19004,0.07764571353075626,True,True,False,False,1.7844897999998466,400,2.483673576092132
6,larger_safety_margin,4,fixed,2,20267024,19004,0.0,True,True,False,False,1.3161663999999291,323,2.4694359574617737
7,partial_occlusion,0,task_aware_active,0,20268020,20000,0.0520944533000791,True,True,False,False,0.6857411000000866,175,2.5084892286096885
7,partial_occlusion,0,fixed,1,20268020,20000,0.0,False,False,False,False,0.00017560000014782418,0,inf
7,partial_occlusion,0,generic_active,2,20268020,20000,0.0520944533000791,True,True,False,False,0.6768197000001237,175,2.5084892286096885
7,partial_occlusion,1,fixed,0,20268021,20001,0.0,False,False,False,False,0.00017840000009528012,0,inf
7,partial_occlusion,1,generic_active,1,20268021,20001,0.0520944533000791,True,True,False,False,1.652960400000211,405,2.8625365805488663
7,partial_occlusion,1,task_aware_active,2,20268021,20001,0.0520944533000791,True,True,False,False,1.4239910999999665,405,2.8625365805488663
7,partial_occlusion,2,generic_active,0,20268022,20002,0.0520944533000791,True,True,False,False,1.3289503999999397,375,2.386686365723003
7,partial_occlusion,2,task_aware_active,1,20268022,20002,0.0520944533000791,True,True,False,False,1.324966300000142,375,2.386686365723003
7,partial_occlusion,2,fixed,2,20268022,20002,0.0,False,False,False,False,0.00013589999980467837,0,inf
7,partial_occlusion,3,task_aware_active,0,20268023,20003,0.0520944533000791,True,True,False,False,0.734005199999956,240,2.137778007482794
7,partial_occlusion,3,fixed,1,20268023,20003,0.0,False,False,False,False,0.00012960000003658934,0,inf
7,partial_occlusion,3,generic_active,2,20268023,20003,0.0520944533000791,True,True,False,False,0.7182856999997966,240,2.137778007482794
7,partial_occlusion,4,fixed,0,20268024,20004,0.0,False,False,False,False,0.00016249999998763087,0,inf
7,partial_occlusion,4,generic_active,1,20268024,20004,0.0520944533000791,True,True,False,False,0.6826492000000144,202,2.520864601477575
7,partial_occlusion,4,task_aware_active,2,20268024,20004,0.0520944533000791,True,True,False,False,0.6688124000002063,202,2.520864601477575
8,strong_occlusion,0,generic_active,0,20269020,21000,0.0520944533000791,False,False,False,False,0.0001502000000073167,0,inf
8,strong_occlusion,0,task_aware_active,1,20269020,21000,0.24413930440481207,True,True,False,False,0.8629174000002422,284,2.66054411054359
8,strong_occlusion,0,fixed,2,20269020,21000,0.0,False,False,False,False,0.00013649999982590089,0,inf
8,strong_occlusion,1,task_aware_active,0,20269021,21001,0.24413930440481207,True,True,False,False,1.3030220999999074,345,2.685136559047213
8,strong_occlusion,1,fixed,1,20269021,21001,0.0,False,False,False,False,0.00014209999972081278,0,inf
8,strong_occlusion,1,generic_active,2,20269021,21001,0.0520944533000791,False,False,False,False,0.00013269999999465654,0,inf
8,strong_occlusion,2,fixed,0,20269022,21002,0.0,False,False,False,False,0.00015669999993406236,0,inf
8,strong_occlusion,2,generic_active,1,20269022,21002,0.0520944533000791,False,False,False,False,0.0001420000003236055,0,inf
8,strong_occlusion,2,task_aware_active,2,20269022,21002,0.24413930440481207,True,True,False,False,1.44521850000001,396,2.069450040960533
8,strong_occlusion,3,generic_active,0,20269023,21003,0.0520944533000791,False,False,False,False,0.00015839999969102792,0,inf
8,strong_occlusion,3,task_aware_active,1,20269023,21003,0.24413930440481207,True,True,False,False,0.7097969999999805,195,2.3966688782630303
8,strong_occlusion,3,fixed,2,20269023,21003,0.0,False,False,False,False,0.00014540000029228395,0,inf
8,strong_occlusion,4,task_aware_active,0,20269024,21004,0.24413930440481207,True,True,False,False,2.3346071999999367,462,1.7361174249673692
8,strong_occlusion,4,fixed,1,20269024,21004,0.0,False,False,False,False,0.00022710000030201627,0,inf
8,strong_occlusion,4,generic_active,2,20269024,21004,0.0520944533000791,True,True,False,False,2.043156100000033,378,2.8320329810972655
9,combined_variation,0,fixed,0,20270020,22000,0.0,True,False,True,True,1.4431171999999606,249,2.1249790638123116
9,combined_variation,0,generic_active,1,20270020,22000,0.0520944533000791,True,True,False,False,2.6095414999999775,511,2.920250998392793
9,combined_variation,0,task_aware_active,2,20270020,22000,0.15000000000000002,True,False,False,True,1.9752839999996468,436,2.0760983044961794
9,combined_variation,1,generic_active,0,20270021,22001,0.0520944533000791,True,True,False,False,2.20841130000008,539,2.4881584149811244
9,combined_variation,1,task_aware_active,1,20270021,22001,0.15000000000000002,True,True,False,False,1.905590100000154,539,2.4881584149811244
9,combined_variation,1,fixed,2,20270021,22001,0.0,False,False,False,False,0.00038380000023607863,0,inf
9,combined_variation,2,task_aware_active,0,20270022,22002,0.15000000000000002,True,True,False,False,1.664030499999626,528,2.301172206793285
9,combined_variation,2,fixed,1,20270022,22002,0.0,False,False,False,False,0.00012150000020483276,0,inf
9,combined_variation,2,generic_active,2,20270022,22002,0.0520944533000791,True,True,False,False,1.9547921000003043,595,3.0120068904722603
9,combined_variation,3,fixed,0,20270023,22003,0.0,False,False,False,False,0.0001436000002286164,0,inf
9,combined_variation,3,generic_active,1,20270023,22003,0.0520944533000791,True,True,False,False,1.9513228999999228,601,2.8516228144743314
9,combined_variation,3,task_aware_active,2,20270023,22003,0.15000000000000002,True,True,False,False,1.9708141999999498,571,2.8525564769552334
9,combined_variation,4,generic_active,0,20270024,22004,0.0520944533000791,True,True,False,False,1.2917422999998962,451,2.111647440524634
9,combined_variation,4,task_aware_active,1,20270024,22004,0.15000000000000002,True,True,False,False,1.4082196000003933,451,2.111647440524634
9,combined_variation,4,fixed,2,20270024,22004,0.0,False,False,False,False,0.00023390000023937318,0,inf
