trial,strategy,perception_seed,planner_seed,mean_localisation_error,mean_predicted_sigma,camera_movement,planning_success,collision_against_truth,safety_violation_against_truth,minimum_true_safety_clearance,mean_planning_safety_margin,maximum_planning_safety_radius
32,task_aware_active,20260855,2032,0.005448769915147648,0.003117711648907182,0.11544233643275585,True,False,False,0.005625744146691659,0.02123542329781436,0.048470846595628725
33,fixed,20260856,2033,0.0027168367428052525,0.003289246736164148,0.0,True,False,False,0.0031508163272610575,0.021578493472328295,0.04915698694465659
33,generic_active,20260856,2033,0.0228403087977043,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
33,task_aware_active,20260856,2033,0.002564843477995893,0.003117711648907182,0.11544233643275585,True,False,False,0.0031508163272610575,0.02123542329781436,0.048470846595628725
34,fixed,20260857,2034,0.006573908649448318,0.003289246736164148,0.0,True,False,False,0.006640752264526225,0.021578493472328295,0.04915698694465659
34,generic_active,20260857,2034,0.0465713761186399,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
34,task_aware_active,20260857,2034,0.006271806425330952,0.003117711648907182,0.11544233643275585,True,False,False,0.006640752264526225,0.02123542329781436,0.048470846595628725
35,fixed,20260858,2035,0.00657523461320334,0.003289246736164148,0.0,True,False,False,0.006548219986037924,0.021578493472328295,0.04915698694465659
35,generic_active,20260858,2035,0.058729146256265775,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
35,task_aware_active,20260858,2035,0.00618131435522887,0.003117711648907182,0.11544233643275585,True,False,False,0.006548219986037924,0.02123542329781436,0.048470846595628725
36,fixed,20260859,2036,0.005844076782069885,0.003289246736164148,0.0,True,False,False,0.00875815604545607,0.021578493472328295,0.04915698694465659
36,generic_active,20260859,2036,0.05021907640833167,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
36,task_aware_active,20260859,2036,0.005508910909564908,0.003117711648907182,0.11544233643275585,True,False,False,0.005206266062164974,0.02123542329781436,0.048470846595628725
37,fixed,20260860,2037,0.005975452958706073,0.003289246736164148,0.0,True,False,False,0.007335389085511108,0.021578493472328295,0.04915698694465659
37,generic_active,20260860,2037,0.050513259024063804,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
37,task_aware_active,20260860,2037,0.005639057403662097,0.003117711648907182,0.11544233643275585,True,False,False,0.007894841578972854,0.02123542329781436,0.048470846595628725
38,fixed,20260861,2038,0.007975673089517138,0.003289246736164148,0.0,True,False,False,0.0012082935605219804,0.021578493472328295,0.04915698694465659
38,generic_active,20260861,2038,0.05718128983271473,0.026000000000000002,0.03642709213008326,True,False,False,0.0016612195684231664,0.067,0.14
38,task_aware_active,20260861,2038,0.007604021402603788,0.003117711648907182,0.11544233643275585,True,False,False,0.0012082935605219804,0.02123542329781436,0.048470846595628725
39,fixed,20260862,2039,0.008032316497771197,0.003289246736164148,0.0,True,False,False,0.009565665161013452,0.021578493472328295,0.04915698694465659
39,generic_active,20260862,2039,0.054333585750280494,0.026000000000000002,0.03642709213008326,True,False,False,0.008828026705895267,0.067,0.14
39,task_aware_active,20260862,2039,0.0076826014456516075,0.003117711648907182,0.11544233643275585,True,False,False,0.009565665161013452,0.02123542329781436,0.048470846595628725
40,fixed,20260863,2040,0.005687511818949781,0.003289246736164148,0.0,True,False,False,0.0006932048807663706,0.021578493472328295,0.04915698694465659
40,generic_active,20260863,2040,0.04065774223942231,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
40,task_aware_active,20260863,2040,0.005423380486233305,0.003117711648907182,0.11544233643275585,True,False,False,0.0006932048807663706,0.02123542329781436,0.048470846595628725
41,fixed,20260864,2041,0.0064625824459722345,0.003289246736164148,0.0,True,False,False,0.003875109376506638,0.021578493472328295,0.04915698694465659
41,generic_active,20260864,2041,0.04875217702443281,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
41,task_aware_active,20260864,2041,0.0061431677083012785,0.003117711648907182,0.11544233643275585,True,False,False,0.003875109376506638,0.02123542329781436,0.048470846595628725
42,fixed,20260865,2042,0.0025109678279926833,0.003289246736164148,0.0,True,False,False,0.010035202709869217,0.021578493472328295,0.04915698694465659
42,generic_active,20260865,2042,0.018158870088734916,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
42,task_aware_active,20260865,2042,0.002392778693158523,0.003117711648907182,0.11544233643275585,True,False,False,0.010263293188160915,0.02123542329781436,0.048470846595628725
43,fixed,20260866,2043,0.0028881453676600126,0.003289246736164148,0.0,True,False,False,0.008155122493795892,0.021578493472328295,0.04915698694465659
43,generic_active,20260866,2043,0.019132341412208806,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
43,task_aware_active,20260866,2043,0.0027654524057159546,0.003117711648907182,0.11544233643275585,True,False,False,0.008155122493795892,0.02123542329781436,0.048470846595628725
44,fixed,20260867,2044,0.006821615937616127,0.003289246736164148,0.0,True,False,False,0.005319312871859145,0.021578493472328295,0.04915698694465659
44,generic_active,20260867,2044,0.06319003565197866,0.026000000000000002,0.03642709213008326,True,False,False,0.003751216533969452,0.067,0.14
44,task_aware_active,20260867,2044,0.00639586335768574,0.003117711648907182,0.11544233643275585,True,False,False,0.005319312871859145,0.02123542329781436,0.048470846595628725
45,fixed,20260868,2045,0.00981551070394995,0.003289246736164148,0.0,True,False,False,0.0030643460972632677,0.021578493472328295,0.04915698694465659
45,generic_active,20260868,2045,0.0834988716937599,0.026000000000000002,0.03642709213008326,True,False,False,0.008509667746366021,0.067,0.14
45,task_aware_active,20260868,2045,0.009258977787144402,0.003117711648907182,0.11544233643275585,True,False,False,0.0030643460972632677,0.02123542329781436,0.048470846595628725
46,fixed,20260869,2046,0.006522070280170097,0.003289246736164148,0.0,True,False,False,0.0029976356611502563,0.021578493472328295,0.04915698694465659
46,generic_active,20260869,2046,0.05392772167988748,0.026000000000000002,0.03642709213008326,True,False,False,0.007117796390325759,0.067,0.14
46,task_aware_active,20260869,2046,0.006164013792353264,0.003117711648907182,0.11544233643275585,True,False,False,0.0029976356611502563,0.02123542329781436,0.048470846595628725
47,fixed,20260870,2047,0.004545458915787854,0.003289246736164148,0.0,True,False,False,0.004693353635066592,0.021578493472328295,0.04915698694465659
47,generic_active,20260870,2047,0.03825082155164802,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
47,task_aware_active,20260870,2047,0.004290881172213995,0.003117711648907182,0.11544233643275585,True,False,False,0.004693353635066592,0.02123542329781436,0.048470846595628725
48,fixed,20260871,2048,0.0034047190793873,0.003289246736164148,0.0,True,False,False,0.00754331241619916,0.021578493472328295,0.04915698694465659
48,generic_active,20260871,2048,0.018378330106506163,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
48,task_aware_active,20260871,2048,0.003291622889038618,0.003117711648907182,0.11544233643275585,True,False,False,0.00754331241619916,0.02123542329781436,0.048470846595628725
49,fixed,20260872,2049,0.002094142314718048,0.003289246736164148,0.0,True,False,False,0.004118834612763375,0.021578493472328295,0.04915698694465659
49,generic_active,20260872,2049,0.007582311410508804,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
49,task_aware_active,20260872,2049,0.002052689987981416,0.003117711648907182,0.11544233643275585,True,False,False,0.004118834612763375,0.02123542329781436,0.048470846595628725
50,fixed,20260873,2050,0.005799596967565943,0.003289246736164148,0.0,True,False,True,-0.000904044304240988,0.021578493472328295,0.04915698694465659
50,generic_active,20260873,2050,0.03456058927007101,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
50,task_aware_active,20260873,2050,0.005582364220290088,0.003117711648907182,0.11544233643275585,True,False,True,-0.000904044304240988,0.02123542329781436,0.048470846595628725
51,fixed,20260874,2051,0.003288969948787685,0.003289246736164148,0.0,True,False,False,0.004450161047381119,0.021578493472328295,0.04915698694465659
51,generic_active,20260874,2051,0.030954761358301816,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
51,task_aware_active,20260874,2051,0.0030800092908855586,0.003117711648907182,0.11544233643275585,True,False,False,0.004450161047381119,0.02123542329781436,0.048470846595628725
52,fixed,20260875,2052,0.005962476968033076,0.003289246736164148,0.0,True,False,False,0.002265791623669527,0.021578493472328295,0.04915698694465659
52,generic_active,20260875,2052,0.04732987509637974,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
52,task_aware_active,20260875,2052,0.005650027611329479,0.003117711648907182,0.11544233643275585,True,False,False,0.002265791623669527,0.02123542329781436,0.048470846595628725
53,fixed,20260876,2053,0.0029383719863237904,0.003289246736164148,0.0,True,False,False,0.006466092821839136,0.021578493472328295,0.04915698694465659
53,generic_active,20260876,2053,0.009424524075973557,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
53,task_aware_active,20260876,2053,0.0028893818602925394,0.003117711648907182,0.11544233643275585,True,False,False,0.006466092821839136,0.02123542329781436,0.048470846595628725
54,fixed,20260877,2054,0.003345099338755891,0.003289246736164148,0.0,True,False,False,0.006013208225571767,0.021578493472328295,0.04915698694465659
54,generic_active,20260877,2054,0.02152302009985363,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
54,task_aware_active,20260877,2054,0.0032078008886481002,0.003117711648907182,0.11544233643275585,True,False,False,0.006013208225571767,0.02123542329781436,0.048470846595628725
55,fixed,20260878,2055,0.002719091992635766,0.003289246736164148,0.0,True,False,False,0.006077027875542177,0.021578493472328295,0.04915698694465659
55,generic_active,20260878,2055,0.020310480154160964,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
55,task_aware_active,20260878,2055,0.002586223643083334,0.003117711648907182,0.11544233643275585,True,False,False,0.006077027875542177,0.02123542329781436,0.048470846595628725
56,fixed,20260879,2056,0.0022179374043411917,0.003289246736164148,0.0,True,False,False,0.0036316196699804956,0.021578493472328295,0.04915698694465659
56,generic_active,20260879,2056,0.01179809917248393,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
56,task_aware_active,20260879,2056,0.002145578118599183,0.003117711648907182,0.11544233643275585,True,False,False,0.0036316196699804956,0.02123542329781436,0.048470846595628725
57,fixed,20260880,2057,0.008253341244341954,0.003289246736164148,0.0,True,False,False,0.002142690343751091,0.021578493472328295,0.04915698694465659
57,generic_active,20260880,2057,0.06763000363026277,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
57,task_aware_active,20260880,2057,0.007804867305803993,0.003117711648907182,0.11544233643275585,True,False,False,0.002142690343751091,0.02123542329781436,0.048470846595628725
58,fixed,20260881,2058,0.0027017668961174255,0.003289246736164148,0.0,True,False,False,0.0059126496644768736,0.021578493472328295,0.04915698694465659
58,generic_active,20260881,2058,0.01806184287068822,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
58,task_aware_active,20260881,2058,0.00258575172295418,0.003117711648907182,0.11544233643275585,True,False,False,0.0059126496644768736,0.02123542329781436,0.048470846595628725
59,fixed,20260882,2059,0.006128098046558329,0.003289246736164148,0.0,True,False,False,0.007966008269624415,0.021578493472328295,0.04915698694465659
59,generic_active,20260882,2059,0.04134215723004156,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
59,task_aware_active,20260882,2059,0.005862125066950935,0.003117711648907182,0.11544233643275585,True,False,False,0.00682728964201657,0.02123542329781436,0.048470846595628725
60,fixed,20260883,2060,0.0048971368637126715,0.003289246736164148,0.0,True,False,False,0.004022065910968006,0.021578493472328295,0.04915698694465659
60,generic_active,20260883,2060,0.04468653928018038,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
60,task_aware_active,20260883,2060,0.004596606161973256,0.003117711648907182,0.11544233643275585,True,False,False,0.004022065910968006,0.02123542329781436,0.048470846595628725
61,fixed,20260884,2061,0.007919558004530158,0.003289246736164148,0.0,True,False,False,0.002454552224383231,0.021578493472328295,0.04915698694465659
61,generic_active,20260884,2061,0.06372100791476373,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
61,task_aware_active,20260884,2061,0.0074980877666997224,0.003117711648907182,0.11544233643275585,True,False,False,0.002454552224383231,0.02123542329781436,0.048470846595628725
62,fixed,20260885,2062,0.006023197471144575,0.003289246736164148,0.0,True,False,False,0.006402218225821215,0.021578493472328295,0.04915698694465659
62,generic_active,20260885,2062,0.056273400138181315,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
62,task_aware_active,20260885,2062,0.00564365599143081,0.003117711648907182,0.11544233643275585,True,False,False,0.006402218225821215,0.02123542329781436,0.048470846595628725
63,fixed,20260886,2063,0.0055650876280461895,0.003289246736164148,0.0,True,False,False,0.003681918865623036,0.021578493472328295,0.04915698694465659
63,generic_active,20260886,2063,0.04431273401913027,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
63,task_aware_active,20260886,2063,0.00527242534478848,0.003117711648907182,0.11544233643275585,True,False,False,0.003681918865623036,0.02123542329781436,0.048470846595628725
64,fixed,20260887,2064,0.002052934172271915,0.003289246736164148,0.0,True,False,False,0.013564083390647587,0.021578493472328295,0.04915698694465659
64,generic_active,20260887,2064,0.015744550114312743,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
64,task_aware_active,20260887,2064,0.0019495209341453422,0.003117711648907182,0.11544233643275585,True,False,False,0.013564083390647587,0.02123542329781436,0.048470846595628725
65,fixed,20260888,2065,0.0032186399613833468,0.003289246736164148,0.0,True,False,False,0.00874965736630117,0.021578493472328295,0.04915698694465659
65,generic_active,20260888,2065,0.02896326765613417,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
65,task_aware_active,20260888,2065,0.0030241899179737596,0.003117711648907182,0.11544233643275585,True,False,False,0.007484569424912371,0.02123542329781436,0.048470846595628725
