trial,strategy,perception_seed,planner_seed,mean_localisation_error,mean_predicted_sigma,camera_movement,planning_success,collision_against_truth,safety_violation_against_truth,minimum_true_safety_clearance,mean_planning_safety_margin,maximum_planning_safety_radius
66,fixed,20260889,2066,0.004803934370143051,0.003289246736164148,0.0,True,False,False,0.004382785890091124,0.021578493472328295,0.04915698694465659
66,generic_active,20260889,2066,0.042454243709323235,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
66,task_aware_active,20260889,2066,0.004519560310739563,0.003117711648907182,0.11544233643275585,True,False,False,0.00707766145064769,0.02123542329781436,0.048470846595628725
67,fixed,20260890,2067,0.007846462236549997,0.003289246736164148,0.0,True,False,False,0.0012877121610481348,0.021578493472328295,0.04915698694465659
67,generic_active,20260890,2067,0.061390338539217756,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
67,task_aware_active,20260890,2067,0.0074420435285065326,0.003117711648907182,0.11544233643275585,True,False,False,0.0012877121610481348,0.02123542329781436,0.048470846595628725
68,fixed,20260891,2068,0.0032821518932169757,0.003289246736164148,0.0,True,False,False,0.007145328141277439,0.021578493472328295,0.04915698694465659
68,generic_active,20260891,2068,0.02910476060135817,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
68,task_aware_active,20260891,2068,0.0030871128565767023,0.003117711648907182,0.11544233643275585,True,False,False,0.005487571499160826,0.02123542329781436,0.048470846595628725
69,fixed,20260892,2069,0.004441704608387294,0.003289246736164148,0.0,True,False,False,0.004710176291060913,0.021578493472328295,0.04915698694465659
69,generic_active,20260892,2069,0.042104793385582526,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
69,task_aware_active,20260892,2069,0.004157234025456398,0.003117711648907182,0.11544233643275585,True,False,False,0.005137378400769414,0.02123542329781436,0.048470846595628725
70,fixed,20260893,2070,0.006108344486892264,0.003289246736164148,0.0,True,False,False,0.005772245362888782,0.021578493472328295,0.04915698694465659
70,generic_active,20260893,2070,0.04914649739610978,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
70,task_aware_active,20260893,2070,0.005783275862840193,0.003117711648907182,0.11544233643275585,True,False,False,0.005772245362888782,0.02123542329781436,0.048470846595628725
71,fixed,20260894,2071,0.005383675692890334,0.003289246736164148,0.0,True,False,False,0.006631125951826749,0.021578493472328295,0.04915698694465659
71,generic_active,20260894,2071,0.04676381079710508,0.026000000000000002,0.03642709213008326,True,False,False,0.0058961755336964985,0.067,0.14
71,task_aware_active,20260894,2071,0.005071130133377364,0.003117711648907182,0.11544233643275585,True,False,False,0.006631125951826749,0.02123542329781436,0.048470846595628725
72,fixed,20260895,2072,0.006930256935971527,0.003289246736164148,0.0,True,False,False,0.007626870417779539,0.021578493472328295,0.04915698694465659
72,generic_active,20260895,2072,0.06335119205183584,0.026000000000000002,0.03642709213008326,True,False,False,0.007626870417779539,0.067,0.14
72,task_aware_active,20260895,2072,0.006504107705438049,0.003117711648907182,0.11544233643275585,True,False,False,0.007626870417779539,0.02123542329781436,0.048470846595628725
73,fixed,20260896,2073,0.006397906073084077,0.003289246736164148,0.0,True,False,False,0.002127998549273825,0.021578493472328295,0.04915698694465659
73,generic_active,20260896,2073,0.05498704804999119,0.026000000000000002,0.03642709213008326,True,False,False,0.004989487878550683,0.067,0.14
73,task_aware_active,20260896,2073,0.0060309106409236705,0.003117711648907182,0.11544233643275585,True,False,False,0.002127998549273825,0.02123542329781436,0.048470846595628725
74,fixed,20260897,2074,0.00636686867372618,0.003289246736164148,0.0,True,False,False,0.0072431431556961145,0.021578493472328295,0.04915698694465659
74,generic_active,20260897,2074,0.045816010077854526,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
74,task_aware_active,20260897,2074,0.006068907974917253,0.003117711648907182,0.11544233643275585,True,False,True,-0.0001394355306862955,0.02123542329781436,0.048470846595628725
75,fixed,20260898,2075,0.0030050958452471294,0.003289246736164148,0.0,True,False,False,0.008944065139027823,0.021578493472328295,0.04915698694465659
75,generic_active,20260898,2075,0.014543123546387777,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
75,task_aware_active,20260898,2075,0.0029179487319173384,0.003117711648907182,0.11544233643275585,True,False,False,0.008944065139027823,0.02123542329781436,0.048470846595628725
76,fixed,20260899,2076,0.00449617054437741,0.003289246736164148,0.0,True,False,False,0.00991481055151054,0.021578493472328295,0.04915698694465659
76,generic_active,20260899,2076,0.035250917473125164,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
76,task_aware_active,20260899,2076,0.004263878901000296,0.003117711648907182,0.11544233643275585,True,False,False,0.005681314814476956,0.02123542329781436,0.048470846595628725
77,fixed,20260900,2077,0.0038295134082318412,0.003289246736164148,0.0,True,False,False,0.006326138869960534,0.021578493472328295,0.04915698694465659
77,generic_active,20260900,2077,0.031009860752450234,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
77,task_aware_active,20260900,2077,0.0036242193257678516,0.003117711648907182,0.11544233643275585,True,False,False,0.006326138869960534,0.02123542329781436,0.048470846595628725
78,fixed,20260901,2078,0.0025098341637161585,0.003289246736164148,0.0,True,False,False,0.005956515438049479,0.021578493472328295,0.04915698694465659
78,generic_active,20260901,2078,0.018531648723059787,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
78,task_aware_active,20260901,2078,0.002388820856648609,0.003117711648907182,0.11544233643275585,True,False,False,0.005956515438049479,0.02123542329781436,0.048470846595628725
79,fixed,20260902,2079,0.00493899762023724,0.003289246736164148,0.0,True,False,False,0.007931976500978854,0.021578493472328295,0.04915698694465659
79,generic_active,20260902,2079,0.045185409073261656,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
79,task_aware_active,20260902,2079,0.004635015113793139,0.003117711648907182,0.11544233643275585,True,False,False,0.007931976500978854,0.02123542329781436,0.048470846595628725
80,fixed,20260903,2080,0.004445504855294084,0.003289246736164148,0.0,True,False,False,0.005466544012286875,0.021578493472328295,0.04915698694465659
80,generic_active,20260903,2080,0.03574718901412324,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
80,task_aware_active,20260903,2080,0.004209082176526107,0.003117711648907182,0.11544233643275585,True,False,False,0.006560109998418681,0.02123542329781436,0.048470846595628725
81,fixed,20260904,2081,0.003186730366166169,0.003289246736164148,0.0,True,False,False,0.003441710473647939,0.021578493472328295,0.04915698694465659
81,generic_active,20260904,2081,0.01361580625111063,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
81,task_aware_active,20260904,2081,0.003107959203397994,0.003117711648907182,0.11544233643275585,True,False,False,0.003897102063670428,0.02123542329781436,0.048470846595628725
82,fixed,20260905,2082,0.004614219142935918,0.003289246736164148,0.0,True,False,False,0.005451696010617504,0.021578493472328295,0.04915698694465659
82,generic_active,20260905,2082,0.0331204532666204,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
82,task_aware_active,20260905,2082,0.004398910592798122,0.003117711648907182,0.11544233643275585,True,False,False,0.005451696010617504,0.02123542329781436,0.048470846595628725
83,fixed,20260906,2083,0.00390987522334811,0.003289246736164148,0.0,True,False,False,0.00961542941440304,0.021578493472328295,0.04915698694465659
83,generic_active,20260906,2083,0.03248825771509104,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
83,task_aware_active,20260906,2083,0.0036940217341470192,0.003117711648907182,0.11544233643275585,True,False,False,0.00961542941440304,0.02123542329781436,0.048470846595628725
84,fixed,20260907,2084,0.004793552040022908,0.003289246736164148,0.0,True,False,False,0.0016638646644063834,0.021578493472328295,0.04915698694465659
84,generic_active,20260907,2084,0.02594773232409617,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
84,task_aware_active,20260907,2084,0.004633773801110139,0.003117711648907182,0.11544233643275585,True,False,False,0.0016638646644063834,0.02123542329781436,0.048470846595628725
85,fixed,20260908,2085,0.0030667923044154118,0.003289246736164148,0.0,True,False,False,0.005673827245629764,0.021578493472328295,0.04915698694465659
85,generic_active,20260908,2085,0.02814123947523269,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
85,task_aware_active,20260908,2085,0.0028774041571620447,0.003117711648907182,0.11544233643275585,True,False,False,0.005673827245629764,0.02123542329781436,0.048470846595628725
86,fixed,20260909,2086,0.004029096259334976,0.003289246736164148,0.0,True,False,False,0.0009565523043542964,0.021578493472328295,0.04915698694465659
86,generic_active,20260909,2086,0.012792906826332067,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
86,task_aware_active,20260909,2086,0.003962902901816227,0.003117711648907182,0.11544233643275585,True,False,False,0.0009565523043542964,0.02123542329781436,0.048470846595628725
87,fixed,20260910,2087,0.003588032877748574,0.003289246736164148,0.0,True,False,False,0.00790291192491068,0.021578493472328295,0.04915698694465659
87,generic_active,20260910,2087,0.02104990440091234,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
87,task_aware_active,20260910,2087,0.003456142771744666,0.003117711648907182,0.11544233643275585,True,False,False,0.008176696736829072,0.02123542329781436,0.048470846595628725
88,fixed,20260911,2088,0.00388627491754312,0.003289246736164148,0.0,True,False,False,0.002346501907110372,0.021578493472328295,0.04915698694465659
88,generic_active,20260911,2088,0.02766783115516976,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
88,task_aware_active,20260911,2088,0.0037066520192210435,0.003117711648907182,0.11544233643275585,True,False,False,0.0042346263194684,0.02123542329781436,0.048470846595628725
89,fixed,20260912,2089,0.0060425147149465565,0.003289246736164148,0.0,True,False,False,0.004494899458322132,0.021578493472328295,0.04915698694465659
89,generic_active,20260912,2089,0.05033603437766735,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
89,task_aware_active,20260912,2089,0.005707964263361071,0.003117711648907182,0.11544233643275585,True,False,False,0.004494899458322132,0.02123542329781436,0.048470846595628725
90,fixed,20260913,2090,0.005973072729738068,0.003289246736164148,0.0,True,False,False,0.005613394472150165,0.021578493472328295,0.04915698694465659
90,generic_active,20260913,2090,0.042318989823700824,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
90,task_aware_active,20260913,2090,0.005698550789064469,0.003117711648907182,0.11544233643275585,True,False,False,0.004490962989798687,0.02123542329781436,0.048470846595628725
91,fixed,20260914,2091,0.0033741963930243807,0.003289246736164148,0.0,True,False,False,0.006142797614607542,0.021578493472328295,0.04915698694465659
91,generic_active,20260914,2091,0.025193647253132334,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
91,task_aware_active,20260914,2091,0.0032093933429578913,0.003117711648907182,0.11544233643275585,True,False,False,0.008183954949423587,0.02123542329781436,0.048470846595628725
92,fixed,20260915,2092,0.004907617060924468,0.003289246736164148,0.0,True,False,False,0.006872924800808455,0.021578493472328295,0.04915698694465659
92,generic_active,20260915,2092,0.03454021991255194,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
92,task_aware_active,20260915,2092,0.004683801009701758,0.003117711648907182,0.11544233643275585,True,False,False,0.006872924800808455,0.02123542329781436,0.048470846595628725
93,fixed,20260916,2093,0.003459122481107286,0.003289246736164148,0.0,True,False,False,0.0026775691636911816,0.021578493472328295,0.04915698694465659
93,generic_active,20260916,2093,0.02472730190791719,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
93,task_aware_active,20260916,2093,0.0032984832028150873,0.003117711648907182,0.11544233643275585,True,False,False,0.003929035783241696,0.02123542329781436,0.048470846595628725
94,fixed,20260917,2094,0.006357174825656587,0.003289246736164148,0.0,True,False,False,0.009117397154421376,0.021578493472328295,0.04915698694465659
94,generic_active,20260917,2094,0.05973564930974777,0.026000000000000002,0.03642709213008326,True,False,False,0.0037810219365677963,0.067,0.14
94,task_aware_active,20260917,2094,0.0059540054031411,0.003117711648907182,0.11544233643275585,True,False,False,0.009117397154421376,0.02123542329781436,0.048470846595628725
95,fixed,20260918,2095,0.0063119316896862905,0.003289246736164148,0.0,True,False,False,0.0035127360380261177,0.021578493472328295,0.04915698694465659
95,generic_active,20260918,2095,0.050674273727390404,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
95,task_aware_active,20260918,2095,0.00597686142037565,0.003117711648907182,0.11544233643275585,True,False,False,0.0035127360380261177,0.02123542329781436,0.048470846595628725
96,fixed,20260919,2096,0.008129314907092717,0.003289246736164148,0.0,True,False,False,0.004718067637665703,0.021578493472328295,0.04915698694465659
96,generic_active,20260919,2096,0.0792680814448721,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
96,task_aware_active,20260919,2096,0.007592001398216617,0.003117711648907182,0.11544233643275585,True,False,False,0.005340429359491623,0.02123542329781436,0.048470846595628725
97,fixed,20260920,2097,0.006138104378814441,0.003289246736164148,0.0,True,False,False,0.003897815365028241,0.021578493472328295,0.04915698694465659
97,generic_active,20260920,2097,0.050867977773676146,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
97,task_aware_active,20260920,2097,0.005800258132736881,0.003117711648907182,0.11544233643275585,True,False,False,0.003897815365028241,0.02123542329781436,0.048470846595628725
98,fixed,20260921,2098,0.007101577789831198,0.003289246736164148,0.0,True,False,False,0.0026516915195742476,0.021578493472328295,0.04915698694465659
98,generic_active,20260921,2098,0.06804075238914999,0.026000000000000002,0.03642709213008326,True,True,True,-0.022446986678255586,0.067,0.14
98,task_aware_active,20260921,2098,0.006641302143716584,0.003117711648907182,0.11544233643275585,True,False,False,0.0026516915195742476,0.02123542329781436,0.048470846595628725
99,fixed,20260922,2099,0.006371157258234004,0.003289246736164148,0.0,True,False,False,0.0068313146031052634,0.021578493472328295,0.04915698694465659
99,generic_active,20260922,2099,0.036114143391872286,0.026000000000000002,0.03642709213008326,False,False,False,-inf,0.067,0.14
99,task_aware_active,20260922,2099,0.006146507478350189,0.003117711648907182,0.11544233643275585,True,False,False,0.0068313146031052634,0.02123542329781436,0.048470846595628725
